country,group_0_1,group_1_5,group_6_9,group_10_14,group_15_19,group_0_19,group_20_29,group_30_39,group_40_49,group_50_59,group_60_69,group_70_79,group_80_89,group_90,date
Bulgaria,,,,,,75794,92595,155302,178304,169737,148689,103400,36040,3247,2022-02-02
Bulgaria,,,,,,76490,93607,156951,180116,171447,149921,104173,36284,3271,2022-02-03
Bulgaria,,,,,,77151,94525,158438,181694,172841,151002,104906,36553,3292,2022-02-04
Bulgaria,,,,,,77800,95398,159840,183273,174288,152126,105646,36831,3316,2022-02-05
Bulgaria,,,,,,78199,95942,160666,184190,175083,152757,106062,37009,3347,2022-02-06
Bulgaria,,,,,,78398,96188,161075,184608,175390,153023,106282,37105,3367,2022-02-07
Bulgaria,,,,,,78986,96972,162427,186051,176924,154205,107084,37402,3397,2022-02-08
Bulgaria,,,,,,79604,97770,163771,187590,178460,155436,107867,37664,3426,2022-02-09
Bulgaria,,,,,,80174,98470,164960,188921,179838,156532,108580,37922,3454,2022-02-10
Bulgaria,,,,,,80628,99099,165990,190071,180948,157494,109240,38173,3486,2022-02-11
Bulgaria,,,,,,81145,99726,167000,191213,182146,158511,109972,38435,3512,2022-02-12
Bulgaria,,,,,,81488,100099,167620,191858,182725,159033,110331,38606,3525,2022-02-13
Bulgaria,,,,,,81637,100287,167890,192115,182957,159215,110484,38700,3539,2022-02-14
Bulgaria,,,,,,82177,100865,168833,193202,184128,160128,111104,38955,3562,2022-02-15
Bulgaria,,,,,,82819,101476,169870,194367,185291,161131,111815,39189,3585,2022-02-16
Bulgaria,,,,,,83231,101958,170659,195192,186182,161954,112363,39424,3603,2022-02-17
Bulgaria,,,,,,83704,102430,171376,195932,186956,162641,112903,39628,3622,2022-02-18
Bulgaria,,,,,,84145,102877,172123,196679,187718,163317,113453,39846,3650,2022-02-19
Bulgaria,,,,,,84458,103179,172546,197083,188115,163709,113716,39945,3662,2022-02-20
Bulgaria,,,,,,84610,103298,172745,197281,188307,163848,113871,40020,3668,2022-02-21
Bulgaria,,,,,,85142,103722,173470,198056,189173,164547,114446,40243,3694,2022-02-22
Bulgaria,,,,,,85706,104168,174196,198817,189987,165217,114942,40419,3708,2022-02-23
Bulgaria,,,,,,86060,104532,174694,199348,190567,165724,115347,40573,3726,2022-02-24
Bulgaria,,,,,,86390,104804,175090,199823,190979,166156,115721,40719,3743,2022-02-25
Bulgaria,,,,,,86716,105041,175558,200290,191437,166578,116084,40864,3760,2022-02-26
Bulgaria,,,,,,86917,105163,175796,200508,191647,166800,116259,40931,3775,2022-02-27
Bulgaria,,,,,,87033,105234,175899,200614,191742,166890,116338,40988,3782,2022-02-28
Bulgaria,,,,,,87439,105471,176302,201044,192212,167280,116631,41107,3793,2022-03-01
Bulgaria,,,,,,87762,105693,176693,201484,192680,167665,116913,41221,3809,2022-03-02
Bulgaria,,,,,,88026,105921,177016,201836,193045,168013,117196,41315,3826,2022-03-03
Bulgaria,,,,,,88154,106039,177191,202008,193216,168165,117336,41358,3831,2022-03-04
Bulgaria,,,,,,88391,106211,177496,202361,193590,168459,117587,41486,3842,2022-03-05
Bulgaria,,,,,,88567,106325,177707,202613,193795,168654,117729,41571,3850,2022-03-06
Bulgaria,,,,,,88660,106366,177784,202695,193863,168710,117787,41605,3856,2022-03-07
Bulgaria,,,,,,89042,106572,178143,203098,194272,169044,118044,41700,3873,2022-03-08
Bulgaria,,,,,,89322,106789,178443,203460,194652,169337,118266,41817,3882,2022-03-09
Bulgaria,,,,,,89507,106991,178773,203800,194968,169581,118470,41908,3890,2022-03-10
Bulgaria,,,,,,89719,107158,179050,204048,195230,169830,118675,41974,3897,2022-03-11
Bulgaria,,,,,,89914,107297,179300,204327,195481,170066,118877,42049,3905,2022-03-12
Bulgaria,,,,,,90044,107400,179453,204496,195644,170180,118961,42089,3909,2022-03-13
Bulgaria,,,,,,90122,107452,179541,204578,195709,170235,119030,42121,3911,2022-03-14
Bulgaria,,,,,,90435,107641,179868,204983,196144,170615,119278,42237,3931,2022-03-15
Bulgaria,,,,,,90767,107824,180204,205371,196588,170966,119514,42347,3944,2022-03-16
Bulgaria,,,,,,90968,108032,180497,205691,196928,171254,119719,42435,3950,2022-03-17
Bulgaria,,,,,,91159,108226,180766,205979,197203,171510,119890,42505,3956,2022-03-18
Bulgaria,,,,,,91320,108366,181018,206263,197469,171748,120074,42578,3959,2022-03-19
Bulgaria,,,,,,91417,108457,181153,206420,197642,171855,120180,42628,3962,2022-03-20
Bulgaria,,,,,,91464,108498,181223,206496,197720,171921,120240,42658,3966,2022-03-21
Bulgaria,,,,,,91710,108646,181471,206851,198082,172209,120461,42742,3974,2022-03-22
Bulgaria,,,,,,91921,108799,181740,207185,198453,172523,120643,42838,3987,2022-03-23
Bulgaria,,,,,,92022,108944,181983,207425,198740,172774,120845,42914,3994,2022-03-24
Bulgaria,,,,,,92143,109058,182205,207646,198970,173007,121029,43006,4001,2022-03-25
Bulgaria,,,,,,92248,109164,182395,207858,199177,173229,121221,43090,4016,2022-03-26
Bulgaria,,,,,,92305,109232,182505,207958,199291,173328,121321,43140,4022,2022-03-27
Bulgaria,,,,,,92345,109270,182556,208003,199330,173388,121372,43173,4027,2022-03-28
Bulgaria,,,,,,92473,109389,182735,208215,199596,173631,121595,43234,4038,2022-03-29
Bulgaria,,,,,,92593,109538,182964,208467,199936,173903,121825,43332,4046,2022-03-30
Bulgaria,,,,,,92661,109633,183108,208646,200153,174102,122014,43411,4052,2022-03-31
Bulgaria,,,,,,92720,109737,183276,208822,200347,174282,122184,43491,4064,2022-04-01
Bulgaria,,,,,,92796,109837,183406,208951,200510,174467,122351,43566,4072,2022-04-02
Bulgaria,,,,,,92844,109886,183465,209043,200581,174533,122426,43602,4073,2022-04-03
Bulgaria,,,,,,92870,109903,183497,209075,200616,174568,122453,43618,4079,2022-04-04
Bulgaria,,,,,,92929,109999,183638,209267,200817,174785,122644,43686,4094,2022-04-05
Bulgaria,,,,,,92964,110067,183746,209401,200964,174941,122780,43736,4099,2022-04-06
Bulgaria,,,,,,93003,110127,183841,209505,201074,175070,122912,43788,4104,2022-04-07
Bulgaria,,,,,,93044,110187,183932,209591,201194,175180,123031,43833,4115,2022-04-08
Bulgaria,,,,,,93083,110245,184027,209676,201317,175306,123144,43899,4125,2022-04-09
Bulgaria,,,,,,93108,110275,184069,209728,201366,175350,123196,43926,4125,2022-04-10
Bulgaria,,,,,,93134,110301,184107,209762,201412,175391,123228,43946,4127,2022-04-11
Bulgaria,,,,,,93187,110357,184229,209878,201551,175550,123367,44026,4134,2022-04-12
Bulgaria,,,,,,93236,110424,184359,210028,201702,175705,123494,44080,4137,2022-04-13
Bulgaria,,,,,,93281,110477,184431,210117,201811,175824,123604,44124,4143,2022-04-14
Bulgaria,,,,,,93322,110508,184521,210191,201898,175908,123695,44173,4146,2022-04-15
Bulgaria,,,,,,93355,110550,184612,210281,201969,176023,123806,44224,4151,2022-04-16
Bulgaria,,,,,,93380,110578,184647,210313,202000,176069,123847,44238,4153,2022-04-17
Bulgaria,,,,,,93403,110601,184683,210349,202031,176097,123873,44255,4155,2022-04-18
Bulgaria,,,,,,93455,110673,184808,210502,202183,176251,123991,44318,4161,2022-04-19
Bulgaria,,,,,,93495,110735,184901,210583,202297,176372,124103,44356,4169,2022-04-20
Bulgaria,,,,,,93541,110782,184991,210658,202387,176484,124207,44391,4179,2022-04-21
Bulgaria,,,,,,93591,110828,185088,210735,202472,176580,124322,44450,4185,2022-04-22
Bulgaria,,,,,,93631,110849,185133,210779,202506,176625,124354,44474,4187,2022-04-23
Bulgaria,,,,,,93669,110866,185172,210835,202559,176681,124402,44515,4193,2022-04-24
Bulgaria,,,,,,93679,110883,185199,210858,202592,176726,124448,44546,4198,2022-04-25
Bulgaria,,,,,,93708,110911,185251,210917,202631,176786,124519,44583,4200,2022-04-26
Bulgaria,,,,,,93773,110987,185389,211101,202816,177008,124701,44658,4213,2022-04-27
Bulgaria,,,,,,93801,111050,185485,211210,202933,177136,124844,44711,4217,2022-04-28
Bulgaria,,,,,,93839,111098,185569,211300,203008,177220,124966,44751,4224,2022-04-29
Bulgaria,,,,,,93874,111135,185636,211356,203082,177310,125055,44787,4230,2022-04-30
Bulgaria,,,,,,93900,111162,185664,211391,203121,177353,125095,44812,4231,2022-05-01
Bulgaria,,,,,,93922,111188,185696,211415,203156,177382,125137,44841,4234,2022-05-02
Bulgaria,,,,,,93941,111213,185718,211440,203192,177415,125182,44861,4237,2022-05-03
Bulgaria,,,,,,93973,111258,185806,211543,203294,177559,125302,44935,4249,2022-05-04
Bulgaria,,,,,,93993,111288,185865,211593,203367,177624,125392,44976,4256,2022-05-05
Bulgaria,,,,,,94020,111315,185915,211658,203434,177708,125478,45001,4264,2022-05-06
Bulgaria,,,,,,94032,111329,185936,211675,203458,177736,125504,45012,4267,2022-05-07
Bulgaria,,,,,,94050,111352,185966,211697,203480,177768,125540,45029,4268,2022-05-08
Bulgaria,,,,,,94062,111359,185983,211720,203501,177800,125561,45044,4271,2022-05-09
Bulgaria,,,,,,94102,111410,186053,211816,203616,177900,125652,45099,4277,2022-05-10
Bulgaria,,,,,,94124,111448,186126,211855,203683,177963,125723,45146,4279,2022-05-11
Bulgaria,,,,,,94142,111479,186173,211905,203741,178030,125786,45167,4283,2022-05-12
Bulgaria,,,,,,94157,111505,186232,211950,203783,178085,125849,45192,4285,2022-05-13
Bulgaria,,,,,,94173,111530,186271,212003,203823,178138,125911,45215,4287,2022-05-14
Bulgaria,,,,,,94183,111540,186293,212025,203843,178162,125938,45230,4290,2022-05-15
Bulgaria,,,,,,94196,111544,186310,212037,203865,178183,125961,45241,4293,2022-05-16
Bulgaria,,,,,,94221,111570,186357,212069,203919,178257,126034,45266,4299,2022-05-17
Bulgaria,,,,,,94244,111602,186405,212126,203984,178362,126113,45311,4302,2022-05-18
Bulgaria,,,,,,94257,111629,186434,212170,204036,178394,126160,45339,4305,2022-05-19
Bulgaria,,,,,,94268,111650,186468,212211,204081,178440,126197,45364,4307,2022-05-20
Bulgaria,,,,,,94283,111664,186494,212239,204123,178490,126237,45385,4310,2022-05-21
Bulgaria,,,,,,94298,111671,186503,212250,204136,178504,126253,45391,4311,2022-05-22
Bulgaria,,,,,,94305,111679,186518,212268,204149,178515,126268,45399,4312,2022-05-23
Bulgaria,,,,,,94317,111698,186545,212299,204203,178578,126314,45439,4313,2022-05-24
Bulgaria,,,,,,94319,111706,186561,212309,204223,178595,126333,45446,4314,2022-05-25
Bulgaria,,,,,,94336,111734,186607,212354,204256,178645,126408,45465,4317,2022-05-26
Bulgaria,,,,,,94350,111751,186638,212392,204289,178686,126451,45483,4318,2022-05-27
Bulgaria,,,,,,94362,111754,186658,212407,204309,178713,126496,45506,4321,2022-05-28
Bulgaria,,,,,,94373,111763,186675,212431,204327,178741,126512,45514,4323,2022-05-29
Bulgaria,,,,,,94376,111768,186683,212440,204337,178759,126524,45521,4324,2022-05-30
Bulgaria,,,,,,94387,111784,186712,212473,204381,178806,126565,45548,4329,2022-05-31
Bulgaria,,,,,,94395,111803,186727,212498,204404,178839,126615,45556,4330,2022-06-01
Bulgaria,,,,,,94401,111823,186745,212513,204444,178876,126649,45574,4331,2022-06-02
Bulgaria,,,,,,94414,111840,186762,212541,204474,178913,126675,45587,4332,2022-06-03
Bulgaria,,,,,,94422,111855,186784,212566,204495,178951,126714,45604,4336,2022-06-04
Bulgaria,,,,,,94423,111861,186795,212583,204506,178964,126726,45613,4336,2022-06-05
Bulgaria,,,,,,94426,111866,186803,212591,204511,178974,126733,45616,4336,2022-06-06
Bulgaria,,,,,,94439,111887,186830,212638,204555,179030,126787,45645,4337,2022-06-07
Bulgaria,,,,,,94446,111900,186855,212662,204577,179060,126822,45657,4337,2022-06-08
Bulgaria,,,,,,94455,111912,186878,212683,204596,179097,126844,45671,4340,2022-06-09
Bulgaria,,,,,,94460,111921,186896,212698,204611,179124,126859,45679,4341,2022-06-10
Bulgaria,,,,,,94471,111935,186926,212722,204638,179158,126892,45693,4342,2022-06-11
Bulgaria,,,,,,94479,111942,186947,212737,204646,179167,126900,45698,4343,2022-06-12
Bulgaria,,,,,,94483,111947,186957,212743,204651,179170,126906,45701,4343,2022-06-13
Bulgaria,,,,,,94499,111966,186996,212781,204694,179208,126941,45717,4345,2022-06-14
Bulgaria,,,,,,94509,111986,187029,212799,204717,179228,126974,45725,4347,2022-06-15
Bulgaria,,,,,,94518,112001,187056,212816,204732,179259,126996,45736,4352,2022-06-16
Bulgaria,,,,,,94532,112026,187096,212858,204770,179297,127027,45746,4354,2022-06-17
Bulgaria,,,,,,94541,112043,187129,212883,204798,179344,127059,45759,4357,2022-06-18
Bulgaria,,,,,,94550,112049,187146,212905,204824,179361,127077,45766,4357,2022-06-19
Bulgaria,,,,,,94557,112056,187164,212922,204834,179374,127091,45771,4358,2022-06-20
Bulgaria,,,,,,94574,112096,187240,212967,204902,179434,127141,45794,4360,2022-06-21
Bulgaria,,,,,,94595,112128,187289,213011,204948,179489,127183,45813,4362,2022-06-22
Bulgaria,,,,,,94615,112176,187342,213059,205006,179532,127220,45839,4365,2022-06-23
Bulgaria,,,,,,94635,112216,187389,213103,205048,179584,127262,45869,4368,2022-06-24
Bulgaria,,,,,,94650,112239,187425,213138,205089,179626,127298,45893,4370,2022-06-25
Bulgaria,,,,,,94661,112267,187463,213175,205129,179668,127331,45904,4370,2022-06-26
Bulgaria,,,,,,94674,112283,187483,213194,205143,179686,127344,45913,4371,2022-06-27
Bulgaria,,,,,,94708,112339,187567,213281,205240,179787,127437,45954,4373,2022-06-28
Bulgaria,,,,,,94736,112380,187660,213367,205338,179904,127496,45981,4373,2022-06-29
Bulgaria,,,,,,94773,112436,187758,213434,205424,179985,127572,46010,4375,2022-06-30
Bulgaria,,,,,,94794,112487,187833,213510,205508,180051,127638,46038,4380,2022-07-01
Bulgaria,,,,,,94835,112523,187919,213603,205588,180144,127728,46055,4382,2022-07-02
Bulgaria,,,,,,94858,112558,187972,213653,205641,180185,127768,46072,4384,2022-07-03
Bulgaria,,,,,,94880,112573,188011,213679,205666,180207,127787,46086,4385,2022-07-04
Bulgaria,,,,,,94941,112666,188159,213847,205822,180361,127910,46121,4389,2022-07-05
Bulgaria,,,,,,95004,112745,188315,213978,205964,180492,128027,46166,4391,2022-07-06
Bulgaria,,,,,,95045,112804,188400,214060,206078,180620,128126,46199,4393,2022-07-07
Bulgaria,,,,,,95094,112890,188554,214193,206204,180764,128241,46232,4395,2022-07-08
Bulgaria,,,,,,95157,113014,188718,214342,206372,180930,128359,46276,4404,2022-07-09
Bulgaria,,,,,,95184,113057,188769,214388,206440,180981,128412,46296,4406,2022-07-10
Bulgaria,,,,,,95218,113076,188822,214426,206468,181016,128441,46312,4410,2022-07-11
Bulgaria,,,,,,95307,113192,189016,214627,206694,181246,128627,46373,4415,2022-07-12
Bulgaria,,,,,,95383,113314,189183,214828,206880,181434,128770,46424,4420,2022-07-13
Bulgaria,,,,,,95457,113430,189326,214985,207047,181589,128916,46482,4425,2022-07-14
Bulgaria,,,,,,95543,113550,189501,215161,207199,181761,129063,46553,4433,2022-07-15
Bulgaria,,,,,,95627,113686,189682,215306,207356,181926,129231,46623,4440,2022-07-16
Bulgaria,,,,,,95677,113743,189762,215384,207452,182001,129297,46668,4445,2022-07-17
Bulgaria,,,,,,95716,113784,189842,215446,207507,182058,129356,46689,4448,2022-07-18
Bulgaria,,,,,,95863,113993,190174,215799,207917,182442,129660,46831,4459,2022-07-19
Bulgaria,,,,,,95990,114177,190438,216096,208229,182728,129945,46929,4468,2022-07-20
Bulgaria,,,,,,96108,114355,190697,216352,208456,183024,130183,46995,4474,2022-07-21
Bulgaria,,,,,,96222,114535,190937,216610,208701,183295,130397,47101,4486,2022-07-22
Bulgaria,,,,,,96350,114701,191196,216871,209025,183583,130624,47210,4501,2022-07-23
Bulgaria,,,,,,96414,114781,191354,216992,209147,183696,130739,47250,4508,2022-07-24
Bulgaria,,,,,,96480,114826,191432,217071,209213,183749,130807,47283,4511,2022-07-25
Bulgaria,,,,,,96708,115144,191871,217542,209736,184204,131184,47442,4528,2022-07-26
Bulgaria,,,,,,96877,115399,192209,217883,210089,184564,131456,47538,4535,2022-07-27
Bulgaria,,,,,,97042,115630,192483,218165,210395,184891,131693,47651,4544,2022-07-28
Bulgaria,,,,,,97196,115823,192770,218406,210676,185142,131938,47758,4555,2022-07-29
Bulgaria,,,,,,97343,115976,193017,218657,210948,185403,132201,47852,4569,2022-07-30
Bulgaria,,,,,,97411,116053,193139,218755,211043,185518,132285,47904,4579,2022-07-31
Bulgaria,,,,,,97478,116099,193217,218829,211120,185572,132337,47930,4585,2022-08-01
Bulgaria,,,,,,97718,116337,193564,219224,211576,186002,132678,48076,4602,2022-08-02
Bulgaria,,,,,,97867,116502,193870,219525,211910,186331,132947,48166,4610,2022-08-03
Bulgaria,,,,,,98004,116655,194104,219768,212198,186594,133217,48268,4621,2022-08-04
Bulgaria,,,,,,98135,116809,194298,219976,212460,186834,133418,48361,4634,2022-08-05
Bulgaria,,,,,,98241,116928,194478,220186,212744,187149,133643,48478,4644,2022-08-06
Bulgaria,,,,,,98306,117005,194569,220287,212843,187247,133738,48513,4646,2022-08-07
Bulgaria,,,,,,98344,117049,194621,220346,212906,187312,133796,48539,4652,2022-08-08
Bulgaria,,,,,,98525,117237,194950,220697,213292,187726,134107,48679,4670,2022-08-09
Bulgaria,,,,,,98672,117374,195163,220930,213558,188019,134350,48775,4678,2022-08-10
Bulgaria,,,,,,98801,117502,195361,221130,213773,188264,134590,48846,4681,2022-08-11
Bulgaria,,,,,,98912,117604,195538,221307,213973,188459,134795,48942,4692,2022-08-12
Bulgaria,,,,,,99000,117685,195663,221435,214125,188649,134980,49005,4704,2022-08-13
Bulgaria,,,,,,99070,117772,195780,221535,214266,188793,135089,49050,4709,2022-08-14
Bulgaria,,,,,,99118,117793,195826,221583,214317,188850,135141,49075,4716,2022-08-15
Bulgaria,,,,,,99252,117950,196058,221850,214661,189183,135413,49192,4724,2022-08-16
Bulgaria,,,,,,99351,118067,196236,222025,214889,189405,135661,49261,4738,2022-08-17
Bulgaria,,,,,,99444,118159,196391,222192,215084,189628,135839,49341,4744,2022-08-18
Bulgaria,,,,,,99548,118250,196529,222319,215246,189819,136024,49422,4752,2022-08-19
Bulgaria,,,,,,99650,118333,196684,222470,215418,190005,136210,49519,4761,2022-08-20
Bulgaria,,,,,,99690,118362,196743,222534,215482,190073,136274,49547,4765,2022-08-21
Bulgaria,,,,,,99737,118383,196772,222575,215521,190104,136337,49562,4769,2022-08-22
Bulgaria,,,,,,99868,118523,197001,222828,215808,190399,136629,49672,4782,2022-08-23
Bulgaria,,,,,,99949,118612,197150,222976,216006,190600,136819,49755,4793,2022-08-24
Bulgaria,,,,,,100032,118690,197278,223108,216149,190765,136983,49824,4799,2022-08-25
Bulgaria,,,,,,100104,118775,197392,223226,216284,190921,137127,49892,4810,2022-08-26
Bulgaria,,,,,,100175,118845,197491,223337,216417,191064,137293,49944,4816,2022-08-27
Bulgaria,,,,,,100201,118857,197540,223387,216460,191098,137352,49969,4817,2022-08-28
Bulgaria,,,,,,100220,118871,197570,223409,216477,191134,137381,49990,4818,2022-08-29
Bulgaria,,,,,,100314,118978,197772,223597,216700,191404,137600,50080,4828,2022-08-30
Bulgaria,,,,,,100374,119037,197879,223712,216831,191554,137758,50149,4839,2022-08-31
Bulgaria,,,,,,100428,119115,197978,223803,216950,191691,137895,50209,4841,2022-09-01
Bulgaria,,,,,,100486,119171,198084,223895,217056,191836,138018,50261,4850,2022-09-02
Bulgaria,,,,,,100526,119223,198149,223999,217153,191958,138157,50308,4856,2022-09-03
Bulgaria,,,,,,100555,119235,198177,224026,217189,191995,138197,50324,4857,2022-09-04
Bulgaria,,,,,,100579,119247,198200,224049,217209,192019,138233,50339,4858,2022-09-05
Bulgaria,,,,,,100637,119295,198271,224134,217328,192159,138367,50399,4867,2022-09-06
Bulgaria,,,,,,100675,119336,198340,224203,217397,192246,138425,50428,4868,2022-09-07
Bulgaria,,,,,,100729,119386,198438,224317,217521,192374,138538,50489,4873,2022-09-08
Bulgaria,,,,,,100763,119427,198503,224404,217600,192473,138636,50530,4879,2022-09-09
Bulgaria,,,,,,100793,119481,198563,224470,217704,192571,138745,50568,4883,2022-09-10
Bulgaria,,,,,,100812,119506,198592,224509,217743,192611,138790,50587,4885,2022-09-11
Bulgaria,,,,,,100834,119520,198616,224527,217770,192630,138812,50605,4886,2022-09-12
Bulgaria,,,,,,100897,119577,198712,224645,217917,192795,138946,50668,4894,2022-09-13
Bulgaria,,,,,,100947,119627,198789,224715,218039,192917,139064,50711,4897,2022-09-14
Bulgaria,,,,,,100971,119665,198853,224799,218130,193028,139157,50744,4903,2022-09-15
Bulgaria,,,,,,101000,119691,198894,224850,218182,193098,139232,50775,4905,2022-09-16
Bulgaria,,,,,,101051,119737,198990,224921,218303,193229,139362,50827,4911,2022-09-17
Bulgaria,,,,,,101073,119756,199021,224946,218329,193260,139390,50840,4914,2022-09-18
Bulgaria,,,,,,101094,119767,199040,224962,218355,193280,139409,50846,4916,2022-09-19
Bulgaria,,,,,,101185,119831,199169,225109,218517,193445,139542,50897,4920,2022-09-20
Bulgaria,,,,,,101239,119867,199246,225197,218606,193563,139650,50939,4926,2022-09-21
Bulgaria,,,,,,101300,119911,199321,225263,218682,193650,139747,50970,4928,2022-09-22
Bulgaria,,,,,,101320,119931,199351,225280,218706,193681,139758,50978,4929,2022-09-23
Bulgaria,,,,,,101412,119990,199440,225364,218816,193810,139884,51030,4936,2022-09-24
Bulgaria,,,,,,101447,120018,199477,225400,218856,193848,139918,51050,4937,2022-09-25
Bulgaria,,,,,,101479,120033,199506,225429,218877,193870,139941,51065,4939,2022-09-26
Bulgaria,,,,,,101609,120109,199637,225621,219090,194044,140088,51124,4944,2022-09-27
Bulgaria,,,,,,101706,120162,199761,225757,219243,194183,140215,51174,4948,2022-09-28
Bulgaria,,,,,,101767,120225,199872,225884,219369,194282,140342,51223,4953,2022-09-29
Bulgaria,,,,,,101832,120271,199962,225974,219498,194434,140462,51279,4957,2022-09-30
Bulgaria,,,,,,101924,120322,200069,226070,219625,194572,140584,51339,4966,2022-10-01
Bulgaria,,,,,,101956,120352,200105,226116,219668,194616,140630,51358,4968,2022-10-02
Bulgaria,,,,,,101979,120368,200126,226136,219693,194644,140660,51372,4970,2022-10-03
Bulgaria,,,,,,102080,120472,200283,226379,219960,194829,140859,51445,4980,2022-10-04
Bulgaria,,,,,,102150,120537,200395,226522,220111,195017,140994,51513,4985,2022-10-05
Bulgaria,,,,,,102193,120596,200476,226637,220236,195146,141106,51567,4988,2022-10-06
Bulgaria,,,,,,102234,120648,200561,226745,220340,195256,141226,51617,5003,2022-10-07
Bulgaria,,,,,,102272,120701,200649,226831,220460,195381,141358,51662,5013,2022-10-08
Bulgaria,,,,,,102290,120723,200688,226878,220496,195440,141400,51685,5015,2022-10-09
Bulgaria,,,,,,102308,120741,200715,226913,220520,195468,141439,51702,5021,2022-10-10
Bulgaria,,,,,,102375,120830,200878,227137,220792,195721,141671,51801,5036,2022-10-11
Bulgaria,,,,,,102423,120887,200989,227269,220961,195880,141828,51869,5044,2022-10-12
Bulgaria,,,,,,102451,120952,201096,227367,221117,196056,142010,51932,5054,2022-10-13
Bulgaria,,,,,,102504,121003,201189,227475,221250,196201,142150,51980,5062,2022-10-14
Bulgaria,,,,,,102544,121062,201266,227579,221376,196344,142314,52044,5068,2022-10-15
Bulgaria,,,,,,102554,121074,201291,227603,221406,196372,142356,52067,5069,2022-10-16
Bulgaria,,,,,,102569,121098,201337,227651,221443,196421,142401,52087,5074,2022-10-17
Bulgaria,,,,,,102625,121182,201471,227817,221627,196619,142624,52178,5085,2022-10-18
Bulgaria,,,,,,102650,121221,201566,227926,221779,196766,142777,52233,5097,2022-10-19
Bulgaria,,,,,,102681,121263,201632,228005,221880,196870,142901,52307,5106,2022-10-20
Bulgaria,,,,,,102703,121307,201705,228094,221977,196968,143016,52345,5116,2022-10-21
Bulgaria,,,,,,102744,121348,201772,228184,222078,197110,143179,52413,5121,2022-10-22
Bulgaria,,,,,,102763,121364,201789,228211,222113,197143,143226,52437,5123,2022-10-23
Bulgaria,,,,,,102775,121369,201810,228231,222142,197173,143249,52459,5128,2022-10-24
Bulgaria,,,,,,102828,121432,201931,228406,222352,197384,143455,52553,5139,2022-10-25
Bulgaria,,,,,,102858,121480,202002,228490,222456,197514,143595,52608,5142,2022-10-26
Bulgaria,,,,,,102883,121505,202077,228566,222558,197631,143725,52669,5150,2022-10-27
Bulgaria,,,,,,102899,121547,202134,228640,222647,197751,143836,52728,5159,2022-10-28
Bulgaria,,,,,,102917,121581,202194,228722,222727,197857,143982,52783,5172,2022-10-29
Bulgaria,,,,,,102930,121591,202212,228743,222752,197892,144023,52798,5174,2022-10-30
Bulgaria,,,,,,102939,121601,202229,228756,222774,197914,144037,52805,5181,2022-10-31
Bulgaria,,,,,,102963,121638,202324,228860,222929,198068,144215,52895,5190,2022-11-01
Bulgaria,,,,,,102987,121663,202369,228937,223026,198154,144329,52937,5193,2022-11-02
Bulgaria,,,,,,103001,121682,202412,228987,223088,198232,144426,52976,5200,2022-11-03
Bulgaria,,,,,,103029,121713,202473,229072,223183,198340,144536,53034,5204,2022-11-04
Bulgaria,,,,,,103046,121738,202520,229115,223248,198426,144628,53079,5208,2022-11-05
Bulgaria,,,,,,103057,121751,202537,229137,223270,198454,144649,53092,5208,2022-11-06
Bulgaria,,,,,,103069,121758,202546,229145,223278,198469,144675,53102,5210,2022-11-07
Bulgaria,,,,,,103106,121788,202629,229256,223396,198582,144787,53161,5219,2022-11-08
Bulgaria,,,,,,103126,121807,202653,229297,223461,198649,144861,53201,5229,2022-11-09
Bulgaria,,,,,,103152,121836,202710,229365,223538,198719,144954,53241,5236,2022-11-10
Bulgaria,,,,,,103162,121853,202735,229403,223582,198793,145025,53263,5240,2022-11-11
Bulgaria,,,,,,103178,121872,202763,229432,223638,198849,145094,53296,5242,2022-11-12
Bulgaria,,,,,,103188,121880,202781,229446,223652,198875,145125,53304,5244,2022-11-13
Bulgaria,,,,,,103196,121888,202789,229450,223658,198886,145143,53318,5244,2022-11-14
Bulgaria,,,,,,103217,121913,202843,229516,223728,198962,145255,53370,5247,2022-11-15
Bulgaria,,,,,,103230,121930,202878,229556,223782,199011,145318,53398,5253,2022-11-16
Bulgaria,,,,,,103243,121947,202907,229593,223821,199062,145366,53423,5256,2022-11-17
Bulgaria,,,,,,103255,121961,202929,229621,223857,199104,145411,53442,5258,2022-11-18
Bulgaria,,,,,,103269,121971,202959,229658,223895,199167,145460,53470,5264,2022-11-19
Bulgaria,,,,,,103275,121977,202964,229663,223912,199188,145475,53477,5266,2022-11-20
Bulgaria,,,,,,103281,121979,202966,229668,223918,199200,145490,53480,5266,2022-11-21
Bulgaria,,,,,,103308,122007,203010,229704,223989,199270,145568,53518,5271,2022-11-22
Bulgaria,,,,,,103322,122020,203039,229719,224020,199302,145617,53542,5274,2022-11-23
Bulgaria,,,,,,103337,122038,203064,229749,224064,199351,145663,53564,5277,2022-11-24
Bulgaria,,,,,,103347,122051,203085,229772,224091,199386,145719,53576,5278,2022-11-25
Bulgaria,,,,,,103358,122059,203101,229792,224111,199421,145767,53596,5283,2022-11-26
Bulgaria,,,,,,103361,122063,203108,229795,224121,199428,145777,53602,5283,2022-11-27
Bulgaria,,,,,,103363,122065,203110,229799,224129,199435,145789,53609,5285,2022-11-28
Bulgaria,,,,,,103369,122080,203142,229838,224172,199480,145858,53642,5291,2022-11-29
Bulgaria,,,,,,103378,122087,203162,229852,224203,199503,145891,53666,5293,2022-11-30
