country,group_0_1,group_1_5,group_6_9,group_10_14,group_15_19,group_0_19,group_20_29,group_30_39,group_40_49,group_50_59,group_60_69,group_70_79,group_80_89,group_90,date
Bulgaria,,,,,,12962,31178,57262,70400,74112,66876,43328,14583,1292,2021-04-12
Bulgaria,,,,,,13063,31369,57649,70911,74711,67478,43861,14769,1304,2021-04-13
Bulgaria,,,,,,13147,31573,57995,71387,75284,68109,44311,14934,1319,2021-04-14
Bulgaria,,,,,,13233,31755,58305,71788,75741,68595,44742,15093,1324,2021-04-15
Bulgaria,,,,,,13302,31908,58600,72142,76137,69016,45115,15209,1332,2021-04-16
Bulgaria,,,,,,13398,32056,58876,72451,76527,69439,45469,15325,1346,2021-04-17
Bulgaria,,,,,,13433,32133,59018,72600,76718,69676,45642,15390,1353,2021-04-18
Bulgaria,,,,,,13450,32160,59063,72657,76786,69756,45713,15434,1362,2021-04-19
Bulgaria,,,,,,13532,32303,59367,73066,77222,70271,46100,15577,1377,2021-04-20
Bulgaria,,,,,,13602,32447,59608,73399,77621,70713,46436,15697,1388,2021-04-21
Bulgaria,,,,,,13674,32580,59876,73669,77993,71101,46803,15818,1399,2021-04-22
Bulgaria,,,,,,13742,32692,60093,73939,78280,71421,47081,15938,1408,2021-04-23
Bulgaria,,,,,,13833,32778,60282,74207,78566,71788,47376,16057,1415,2021-04-24
Bulgaria,,,,,,13872,32830,60365,74336,78704,71958,47509,16106,1420,2021-04-25
Bulgaria,,,,,,13894,32870,60412,74375,78762,72032,47587,16144,1424,2021-04-26
Bulgaria,,,,,,13964,32981,60614,74641,79098,72388,47891,16247,1435,2021-04-27
Bulgaria,,,,,,14036,33116,60867,74942,79435,72745,48169,16354,1445,2021-04-28
Bulgaria,,,,,,14092,33206,61035,75139,79695,73041,48399,16436,1448,2021-04-29
Bulgaria,,,,,,14137,33282,61181,75313,79928,73297,48633,16504,1453,2021-04-30
Bulgaria,,,,,,14173,33319,61275,75394,80053,73422,48733,16555,1456,2021-05-01
Bulgaria,,,,,,14196,33351,61320,75461,80119,73521,48818,16601,1459,2021-05-02
Bulgaria,,,,,,14209,33364,61352,75504,80173,73603,48891,16638,1460,2021-05-03
Bulgaria,,,,,,14226,33396,61433,75581,80268,73741,49023,16695,1462,2021-05-04
Bulgaria,,,,,,14239,33427,61471,75625,80344,73805,49091,16725,1465,2021-05-05
Bulgaria,,,,,,14278,33514,61653,75886,80651,74138,49379,16854,1474,2021-05-06
Bulgaria,,,,,,14286,33549,61718,75957,80760,74263,49475,16889,1475,2021-05-07
Bulgaria,,,,,,14327,33608,61856,76120,80959,74501,49678,16963,1483,2021-05-08
Bulgaria,,,,,,14341,33646,61916,76172,81048,74585,49776,16992,1485,2021-05-09
Bulgaria,,,,,,14345,33669,61942,76203,81080,74633,49828,17015,1487,2021-05-10
Bulgaria,,,,,,14372,33750,62077,76371,81245,74853,50029,17092,1491,2021-05-11
Bulgaria,,,,,,14390,33792,62168,76506,81411,75056,50190,17150,1494,2021-05-12
Bulgaria,,,,,,14409,33839,62245,76606,81532,75173,50311,17201,1498,2021-05-13
Bulgaria,,,,,,14420,33868,62296,76682,81615,75275,50421,17241,1502,2021-05-14
Bulgaria,,,,,,14431,33912,62352,76763,81700,75362,50528,17284,1506,2021-05-15
Bulgaria,,,,,,14438,33925,62375,76789,81739,75402,50563,17304,1506,2021-05-16
Bulgaria,,,,,,14444,33932,62386,76814,81755,75444,50593,17316,1508,2021-05-17
Bulgaria,,,,,,14471,33982,62460,76905,81854,75600,50724,17363,1510,2021-05-18
Bulgaria,,,,,,14485,34010,62501,76974,81923,75701,50822,17398,1512,2021-05-19
Bulgaria,,,,,,14496,34037,62544,77014,81988,75785,50887,17421,1515,2021-05-20
Bulgaria,,,,,,14515,34057,62585,77084,82047,75849,50955,17447,1516,2021-05-21
Bulgaria,,,,,,14528,34092,62617,77141,82084,75929,51031,17475,1520,2021-05-22
Bulgaria,,,,,,14536,34096,62631,77152,82102,75963,51067,17497,1521,2021-05-23
Bulgaria,,,,,,14540,34098,62635,77155,82116,75985,51089,17507,1521,2021-05-24
Bulgaria,,,,,,14544,34104,62635,77165,82121,76003,51112,17520,1523,2021-05-25
Bulgaria,,,,,,14554,34128,62672,77229,82188,76095,51194,17547,1526,2021-05-26
Bulgaria,,,,,,14568,34152,62713,77289,82255,76184,51266,17572,1527,2021-05-27
Bulgaria,,,,,,14579,34168,62741,77328,82308,76243,51319,17604,1529,2021-05-28
Bulgaria,,,,,,14588,34185,62781,77367,82346,76309,51371,17627,1532,2021-05-29
Bulgaria,,,,,,14596,34195,62800,77384,82361,76331,51386,17634,1534,2021-05-30
Bulgaria,,,,,,14597,34202,62804,77392,82368,76339,51398,17640,1534,2021-05-31
Bulgaria,,,,,,14617,34227,62835,77439,82413,76401,51446,17666,1533,2021-06-01
Bulgaria,,,,,,14630,34248,62874,77464,82450,76445,51486,17682,1534,2021-06-02
Bulgaria,,,,,,14645,34261,62897,77490,82476,76481,51528,17695,1537,2021-06-03
Bulgaria,,,,,,14658,34281,62916,77509,82514,76502,51552,17710,1538,2021-06-04
Bulgaria,,,,,,14669,34294,62937,77533,82539,76530,51576,17721,1538,2021-06-05
Bulgaria,,,,,,14671,34302,62947,77546,82553,76548,51593,17726,1540,2021-06-06
Bulgaria,,,,,,14672,34306,62951,77554,82561,76557,51603,17728,1541,2021-06-07
Bulgaria,,,,,,14681,34315,62967,77582,82598,76603,51641,17751,1543,2021-06-08
Bulgaria,,,,,,14695,34329,62988,77606,82627,76641,51667,17760,1546,2021-06-09
Bulgaria,,,,,,14700,34337,63003,77621,82651,76666,51692,17773,1547,2021-06-10
Bulgaria,,,,,,14705,34344,63017,77636,82668,76688,51706,17778,1548,2021-06-11
Bulgaria,,,,,,14710,34352,63026,77651,82687,76717,51729,17792,1549,2021-06-12
Bulgaria,,,,,,14716,34361,63032,77664,82698,76729,51745,17798,1551,2021-06-13
Bulgaria,,,,,,14717,34364,63036,77668,82705,76741,51751,17802,1552,2021-06-14
Bulgaria,,,,,,14729,34380,63046,77688,82739,76768,51771,17820,1552,2021-06-15
Bulgaria,,,,,,14739,34395,63070,77711,82764,76791,51796,17834,1554,2021-06-16
Bulgaria,,,,,,14744,34400,63084,77725,82781,76810,51809,17842,1554,2021-06-17
Bulgaria,,,,,,14749,34403,63099,77741,82797,76835,51832,17849,1554,2021-06-18
Bulgaria,,,,,,14754,34411,63115,77757,82815,76848,51858,17852,1554,2021-06-19
Bulgaria,,,,,,14757,34418,63122,77760,82818,76855,51866,17855,1554,2021-06-20
Bulgaria,,,,,,14757,34421,63123,77766,82820,76863,51873,17855,1554,2021-06-21
Bulgaria,,,,,,14776,34433,63138,77789,82835,76879,51889,17858,1555,2021-06-22
Bulgaria,,,,,,14786,34444,63154,77806,82846,76888,51902,17865,1555,2021-06-23
Bulgaria,,,,,,14789,34450,63161,77822,82866,76909,51915,17872,1555,2021-06-24
Bulgaria,,,,,,14793,34457,63163,77835,82882,76918,51922,17876,1555,2021-06-25
Bulgaria,,,,,,14798,34465,63171,77843,82899,76931,51938,17887,1555,2021-06-26
Bulgaria,,,,,,14798,34466,63173,77847,82904,76935,51944,17893,1555,2021-06-27
Bulgaria,,,,,,14800,34467,63173,77850,82907,76936,51949,17894,1555,2021-06-28
Bulgaria,,,,,,14805,34479,63186,77867,82930,76946,51977,17900,1556,2021-06-29
Bulgaria,,,,,,14810,34490,63200,77882,82949,76969,51993,17902,1556,2021-06-30
Bulgaria,,,,,,14813,34499,63206,77889,82964,76981,52010,17911,1556,2021-07-01
Bulgaria,,,,,,14818,34506,63214,77901,82976,76992,52025,17914,1556,2021-07-02
Bulgaria,,,,,,14823,34513,63222,77916,82984,77005,52045,17919,1556,2021-07-03
Bulgaria,,,,,,14834,34517,63234,77921,82987,77011,52049,17925,1556,2021-07-04
Bulgaria,,,,,,14836,34517,63238,77925,82987,77013,52052,17929,1556,2021-07-05
Bulgaria,,,,,,14845,34526,63249,77944,83001,77032,52065,17932,1557,2021-07-06
Bulgaria,,,,,,14849,34541,63256,77959,83018,77044,52078,17936,1557,2021-07-07
Bulgaria,,,,,,14857,34547,63267,77964,83027,77054,52086,17939,1557,2021-07-08
Bulgaria,,,,,,14861,34554,63274,77972,83037,77065,52092,17941,1557,2021-07-09
Bulgaria,,,,,,14866,34563,63284,77979,83047,77073,52099,17945,1558,2021-07-10
Bulgaria,,,,,,14867,34563,63289,77986,83058,77075,52103,17947,1558,2021-07-11
Bulgaria,,,,,,14869,34566,63292,77989,83058,77079,52104,17947,1558,2021-07-12
Bulgaria,,,,,,14877,34576,63304,78004,83068,77093,52112,17953,1558,2021-07-13
Bulgaria,,,,,,14882,34587,63313,78014,83082,77106,52121,17956,1558,2021-07-14
Bulgaria,,,,,,14893,34596,63327,78025,83093,77116,52134,17961,1558,2021-07-15
Bulgaria,,,,,,14901,34610,63350,78037,83106,77124,52143,17967,1559,2021-07-16
Bulgaria,,,,,,14908,34619,63358,78051,83116,77139,52151,17970,1561,2021-07-17
Bulgaria,,,,,,14915,34630,63368,78057,83123,77148,52158,17970,1561,2021-07-18
Bulgaria,,,,,,14916,34640,63376,78060,83127,77151,52162,17971,1562,2021-07-19
Bulgaria,,,,,,14924,34659,63390,78080,83141,77162,52180,17980,1562,2021-07-20
Bulgaria,,,,,,14948,34684,63415,78102,83153,77181,52194,17983,1563,2021-07-21
Bulgaria,,,,,,14960,34698,63435,78115,83167,77192,52204,17984,1564,2021-07-22
Bulgaria,,,,,,14975,34716,63456,78135,83184,77206,52214,17990,1564,2021-07-23
Bulgaria,,,,,,14990,34735,63478,78160,83201,77227,52228,17992,1564,2021-07-24
Bulgaria,,,,,,14996,34737,63493,78172,83207,77234,52234,17992,1564,2021-07-25
Bulgaria,,,,,,15007,34748,63505,78180,83214,77238,52237,17993,1564,2021-07-26
Bulgaria,,,,,,15029,34783,63535,78216,83241,77256,52257,17998,1564,2021-07-27
Bulgaria,,,,,,15060,34819,63565,78249,83276,77273,52274,17999,1564,2021-07-28
Bulgaria,,,,,,15103,34861,63604,78278,83300,77297,52284,18003,1565,2021-07-29
Bulgaria,,,,,,15143,34902,63638,78313,83330,77322,52303,18010,1565,2021-07-30
Bulgaria,,,,,,15208,34974,63682,78370,83367,77363,52326,18016,1566,2021-07-31
Bulgaria,,,,,,15246,35011,63717,78389,83383,77377,52345,18019,1567,2021-08-01
Bulgaria,,,,,,15263,35036,63728,78401,83391,77389,52349,18022,1569,2021-08-02
Bulgaria,,,,,,15313,35114,63788,78469,83441,77444,52373,18030,1569,2021-08-03
Bulgaria,,,,,,15386,35184,63851,78555,83510,77492,52415,18039,1571,2021-08-04
Bulgaria,,,,,,15452,35281,63921,78612,83560,77544,52445,18044,1573,2021-08-05
Bulgaria,,,,,,15526,35388,64005,78691,83609,77605,52478,18057,1573,2021-08-06
Bulgaria,,,,,,15613,35500,64102,78772,83669,77651,52521,18080,1573,2021-08-07
Bulgaria,,,,,,15669,35587,64171,78842,83699,77686,52553,18093,1573,2021-08-08
Bulgaria,,,,,,15697,35631,64199,78861,83717,77708,52564,18098,1574,2021-08-09
Bulgaria,,,,,,15793,35787,64326,78985,83817,77796,52620,18120,1579,2021-08-10
Bulgaria,,,,,,15903,35988,64447,79085,83925,77888,52672,18140,1580,2021-08-11
Bulgaria,,,,,,16015,36171,64560,79202,84027,77968,52725,18158,1584,2021-08-12
Bulgaria,,,,,,16132,36347,64713,79350,84124,78065,52796,18180,1585,2021-08-13
Bulgaria,,,,,,16274,36550,64877,79527,84261,78184,52869,18210,1587,2021-08-14
Bulgaria,,,,,,16354,36660,64990,79634,84346,78251,52917,18223,1587,2021-08-15
Bulgaria,,,,,,16380,36710,65035,79683,84377,78283,52942,18237,1587,2021-08-16
Bulgaria,,,,,,16510,36930,65256,79915,84540,78458,53052,18285,1589,2021-08-17
Bulgaria,,,,,,16653,37197,65512,80126,84749,78617,53165,18330,1591,2021-08-18
Bulgaria,,,,,,16804,37419,65732,80347,84954,78797,53301,18376,1597,2021-08-19
Bulgaria,,,,,,16948,37646,65991,80551,85143,78960,53443,18417,1599,2021-08-20
Bulgaria,,,,,,17075,37855,66260,80764,85314,79163,53583,18451,1601,2021-08-21
Bulgaria,,,,,,17157,37983,66412,80891,85443,79273,53676,18472,1604,2021-08-22
Bulgaria,,,,,,17190,38043,66480,80963,85487,79316,53724,18487,1605,2021-08-23
Bulgaria,,,,,,17349,38269,66794,81280,85776,79637,53926,18545,1610,2021-08-24
Bulgaria,,,,,,17510,38529,67076,81609,86109,79909,54122,18617,1616,2021-08-25
Bulgaria,,,,,,17643,38743,67344,81873,86368,80142,54298,18667,1620,2021-08-26
Bulgaria,,,,,,17783,38979,67642,82132,86614,80384,54545,18725,1627,2021-08-27
Bulgaria,,,,,,17945,39199,67917,82397,86868,80650,54757,18776,1635,2021-08-28
Bulgaria,,,,,,18038,39335,68093,82566,87014,80785,54870,18811,1636,2021-08-29
Bulgaria,,,,,,18068,39391,68145,82628,87081,80863,54944,18839,1640,2021-08-30
Bulgaria,,,,,,18207,39605,68448,82997,87445,81204,55212,18923,1648,2021-08-31
Bulgaria,,,,,,18342,39825,68780,83375,87796,81530,55442,18993,1659,2021-09-01
Bulgaria,,,,,,18459,40019,69050,83661,88059,81824,55678,19072,1665,2021-09-02
Bulgaria,,,,,,18575,40209,69276,83931,88315,82061,55895,19122,1667,2021-09-03
Bulgaria,,,,,,18684,40395,69518,84183,88574,82346,56131,19183,1677,2021-09-04
Bulgaria,,,,,,18743,40501,69647,84309,88712,82487,56241,19222,1683,2021-09-05
Bulgaria,,,,,,18767,40563,69730,84381,88784,82561,56315,19247,1685,2021-09-06
Bulgaria,,,,,,18814,40626,69806,84487,88875,82679,56430,19305,1688,2021-09-07
Bulgaria,,,,,,18920,40804,70114,84801,89220,83034,56722,19404,1696,2021-09-08
Bulgaria,,,,,,19033,40974,70399,85168,89552,83391,56975,19478,1701,2021-09-09
Bulgaria,,,,,,19120,41151,70635,85441,89832,83661,57208,19545,1707,2021-09-10
Bulgaria,,,,,,19234,41315,70873,85702,90123,83943,57425,19597,1714,2021-09-11
Bulgaria,,,,,,19306,41408,71029,85836,90273,84084,57542,19640,1717,2021-09-12
Bulgaria,,,,,,19337,41456,71098,85895,90337,84143,57617,19670,1719,2021-09-13
Bulgaria,,,,,,19452,41652,71364,86232,90685,84493,57901,19766,1725,2021-09-14
Bulgaria,,,,,,19561,41832,71687,86612,91044,84845,58144,19846,1728,2021-09-15
Bulgaria,,,,,,19675,42011,71954,86892,91393,85164,58396,19943,1733,2021-09-16
Bulgaria,,,,,,19801,42167,72205,87149,91687,85464,58633,20038,1741,2021-09-17
Bulgaria,,,,,,19916,42326,72469,87431,92014,85809,58921,20142,1749,2021-09-18
Bulgaria,,,,,,19970,42399,72609,87584,92198,85968,59049,20199,1752,2021-09-19
Bulgaria,,,,,,20005,42438,72660,87655,92269,86038,59121,20246,1754,2021-09-20
Bulgaria,,,,,,20180,42640,72962,88011,92700,86448,59483,20354,1768,2021-09-21
Bulgaria,,,,,,20375,42802,73267,88380,93091,86855,59752,20440,1776,2021-09-22
Bulgaria,,,,,,20447,42878,73379,88527,93233,87006,59854,20482,1782,2021-09-23
Bulgaria,,,,,,20579,43028,73634,88808,93566,87290,60142,20583,1793,2021-09-24
Bulgaria,963,2402,2235,4880,10287,20767,43186,73878,89119,93871,87595,60419,20686,1806,2021-09-25
Bulgaria,965,2415,2254,4925,10323,20882,43256,74022,89275,94023,87769,60579,20748,1811,2021-09-26
Bulgaria,967,2422,2265,4936,10342,20932,43289,74093,89362,94091,87843,60660,20778,1813,2021-09-27
Bulgaria,972,2457,2293,5028,10445,21195,43483,74415,89773,94546,88241,61029,20884,1831,2021-09-28
Bulgaria,979,2477,2330,5146,10558,21490,43675,74794,90174,94972,88698,61341,20980,1846,2021-09-29
Bulgaria,987,2496,2357,5244,10659,21743,43863,75101,90531,95288,89057,61582,21091,1856,2021-09-30
Bulgaria,996,2514,2400,5342,10751,22003,44038,75402,90870,95591,89363,61831,21192,1872,2021-10-01
Bulgaria,1004,2530,2421,5455,10835,22245,44217,75725,91221,95891,89689,62104,21281,1880,2021-10-02
Bulgaria,1007,2544,2443,5508,10888,22390,44318,75928,91456,96075,89859,62237,21333,1885,2021-10-03
Bulgaria,1010,2549,2453,5528,10909,22449,44361,75996,91518,96136,89964,62316,21369,1885,2021-10-04
Bulgaria,1023,2568,2488,5650,11020,22749,44544,76405,92012,96622,90411,62647,21510,1900,2021-10-05
Bulgaria,1028,2590,2529,5774,11138,23059,44754,76854,92538,97112,90851,62990,21601,1907,2021-10-06
Bulgaria,1040,2607,2559,5892,11262,23360,44938,77266,92976,97517,91228,63291,21714,1918,2021-10-07
Bulgaria,1046,2628,2584,5999,11384,23641,45126,77642,93363,97873,91553,63551,21828,1933,2021-10-08
Bulgaria,1056,2648,2615,6116,11496,23931,45334,78002,93819,98275,91915,63857,21922,1940,2021-10-09
Bulgaria,1063,2657,2632,6165,11552,24069,45459,78206,94019,98479,92091,64005,21965,1948,2021-10-10
Bulgaria,1069,2665,2639,6194,11571,24138,45506,78292,94134,98559,92176,64101,22006,1950,2021-10-11
Bulgaria,1084,2692,2682,6332,11716,24506,45768,78862,94790,99126,92675,64514,22134,1958,2021-10-12
Bulgaria,1094,2717,2713,6470,11850,24844,46054,79384,95448,99730,93208,64892,22270,1972,2021-10-13
Bulgaria,1104,2735,2739,6613,11976,25167,46368,79912,96045,100247,93709,65312,22390,1979,2021-10-14
Bulgaria,1114,2762,2782,6735,12115,25508,46672,80439,96585,100722,94193,65676,22523,1994,2021-10-15
Bulgaria,1120,2790,2824,6864,12247,25845,46999,80998,97217,101285,94665,66071,22668,2004,2021-10-16
Bulgaria,1129,2813,2847,6943,12321,26053,47172,81319,97541,101602,94919,66255,22750,2008,2021-10-17
Bulgaria,1136,2822,2861,6973,12347,26139,47247,81489,97709,101751,95067,66396,22806,2015,2021-10-18
Bulgaria,1151,2857,2922,7178,12528,26636,47656,82263,98660,102598,95822,66924,23010,2029,2021-10-19
Bulgaria,1158,2897,2975,7383,12738,27151,48027,83006,99639,103473,96544,67463,23202,2050,2021-10-20
Bulgaria,1171,2937,3024,7553,12909,27594,48456,83742,100538,104224,97190,67917,23353,2063,2021-10-21
Bulgaria,1187,2967,3061,7718,13096,28029,48991,84559,101432,105049,97852,68407,23497,2077,2021-10-22
Bulgaria,1203,3005,3104,7856,13283,28451,49504,85349,102378,105868,98574,68862,23640,2093,2021-10-23
Bulgaria,1212,3038,3142,7947,13408,28747,49891,85915,103070,106378,99041,69178,23747,2106,2021-10-24
Bulgaria,,,,,,28868,50038,86123,103338,106573,99215,69338,23829,2121,2021-10-25
Bulgaria,,,,,,29307,50610,87055,104531,107641,100074,69903,24039,2146,2021-10-26
Bulgaria,,,,,,29816,51321,88297,105901,108844,100981,70554,24249,2159,2021-10-27
Bulgaria,,,,,,30275,51859,89256,107009,109780,101775,71159,24469,2183,2021-10-28
Bulgaria,,,,,,30689,52387,90158,107991,110580,102526,71742,24672,2198,2021-10-29
Bulgaria,,,,,,31087,52927,90986,108999,111487,103300,72340,24853,2220,2021-10-30
Bulgaria,,,,,,31312,53243,91474,109515,111952,103690,72640,24981,2228,2021-10-31
Bulgaria,,,,,,31409,53390,91692,109779,112193,103909,72822,25064,2234,2021-11-01
Bulgaria,,,,,,31738,53988,92725,110976,113243,104832,73461,25285,2251,2021-11-02
Bulgaria,,,,,,32089,54563,93741,112179,114264,105702,74058,25497,2269,2021-11-03
Bulgaria,,,,,,32362,55024,94565,113148,115084,106484,74638,25698,2281,2021-11-04
Bulgaria,,,,,,32688,55476,95315,113993,115876,107209,75200,25889,2300,2021-11-05
Bulgaria,,,,,,32986,55942,96090,114879,116652,107952,75801,26068,2310,2021-11-06
Bulgaria,,,,,,33197,56239,96595,115383,117126,108341,76111,26190,2324,2021-11-07
Bulgaria,,,,,,33259,56359,96828,115599,117312,108516,76289,26268,2332,2021-11-08
Bulgaria,,,,,,33553,56830,97651,116630,118290,109320,76933,26494,2347,2021-11-09
Bulgaria,,,,,,33848,57294,98466,117569,119138,110089,77541,26701,2357,2021-11-10
Bulgaria,,,,,,34076,57653,99060,118252,119823,110732,78037,26853,2370,2021-11-11
Bulgaria,,,,,,34287,57930,99576,118794,120347,111263,78442,27038,2386,2021-11-12
Bulgaria,,,,,,34470,58217,100092,119309,120885,111778,78854,27196,2408,2021-11-13
Bulgaria,,,,,,34566,58366,100390,119600,121138,112029,79047,27267,2416,2021-11-14
Bulgaria,,,,,,34623,58450,100536,119737,121253,112153,79150,27323,2422,2021-11-15
Bulgaria,,,,,,34809,58730,101048,120308,121811,112713,79543,27472,2436,2021-11-16
Bulgaria,,,,,,35047,59100,101634,121009,122457,113356,80027,27656,2453,2021-11-17
Bulgaria,,,,,,35211,59363,102082,121494,122928,113845,80387,27803,2465,2021-11-18
Bulgaria,,,,,,35378,59642,102510,121916,123425,114271,80789,27954,2478,2021-11-19
Bulgaria,,,,,,35541,59911,102953,122331,123875,114734,81161,28106,2488,2021-11-20
Bulgaria,,,,,,35632,60050,103187,122589,124120,114958,81344,28184,2491,2021-11-21
Bulgaria,,,,,,35677,60135,103299,122710,124237,115063,81439,28231,2497,2021-11-22
Bulgaria,,,,,,35897,60437,103818,123312,124827,115664,81890,28391,2514,2021-11-23
Bulgaria,,,,,,36096,60754,104337,123868,125350,116203,82313,28536,2526,2021-11-24
Bulgaria,,,,,,36260,60988,104762,124317,125770,116617,82630,28663,2545,2021-11-25
Bulgaria,,,,,,36426,61213,105138,124732,126159,116994,82917,28784,2559,2021-11-26
Bulgaria,,,,,,36616,61448,105528,125139,126570,117412,83234,28892,2571,2021-11-27
Bulgaria,,,,,,36702,61567,105753,125345,126755,117598,83379,28954,2575,2021-11-28
Bulgaria,,,,,,36756,61623,105882,125476,126859,117696,83474,29009,2581,2021-11-29
Bulgaria,,,,,,36930,61870,106353,126025,127419,118196,83842,29149,2592,2021-11-30
Bulgaria,,,,,,37091,62110,106780,126516,127903,118632,84162,29264,2599,2021-12-01
Bulgaria,,,,,,37245,62301,107097,126885,128264,118959,84449,29358,2604,2021-12-02
Bulgaria,,,,,,37409,62470,107404,127197,128612,119269,84731,29474,2614,2021-12-03
Bulgaria,,,,,,37584,62663,107756,127583,128987,119646,85043,29580,2627,2021-12-04
Bulgaria,,,,,,37668,62754,107898,127774,129121,119788,85184,29636,2631,2021-12-05
Bulgaria,,,,,,37733,62843,108015,127879,129219,119904,85262,29669,2636,2021-12-06
Bulgaria,,,,,,37933,63039,108402,128291,129667,120312,85528,29766,2648,2021-12-07
Bulgaria,,,,,,38124,63220,108755,128695,130063,120676,85801,29891,2660,2021-12-08
Bulgaria,,,,,,38263,63373,109010,128959,130341,120938,86010,29974,2669,2021-12-09
Bulgaria,,,,,,38392,63565,109269,129303,130649,121228,86226,30056,2676,2021-12-10
Bulgaria,,,,,,38538,63697,109552,129562,130936,121540,86440,30133,2685,2021-12-11
Bulgaria,,,,,,38636,63815,109744,129739,131097,121698,86551,30187,2689,2021-12-12
Bulgaria,,,,,,38696,63868,109822,129824,131166,121759,86629,30229,2695,2021-12-13
Bulgaria,,,,,,38922,64017,110104,130136,131483,122075,86883,30320,2707,2021-12-14
Bulgaria,,,,,,39142,64196,110408,130473,131806,122393,87125,30393,2715,2021-12-15
Bulgaria,,,,,,39299,64354,110702,130768,132085,122646,87336,30462,2724,2021-12-16
Bulgaria,,,,,,39437,64516,110900,131007,132298,122882,87521,30521,2737,2021-12-17
Bulgaria,,,,,,39599,64669,111142,131286,132543,123122,87725,30601,2746,2021-12-18
Bulgaria,,,,,,39696,64755,111293,131443,132673,123243,87845,30636,2753,2021-12-19
Bulgaria,,,,,,39743,64798,111373,131520,132737,123306,87903,30659,2754,2021-12-20
Bulgaria,,,,,,39960,64958,111679,131863,133054,123627,88151,30743,2759,2021-12-21
Bulgaria,,,,,,40160,65129,111964,132210,133361,123893,88370,30824,2766,2021-12-22
Bulgaria,,,,,,40301,65274,112198,132483,133570,124086,88564,30889,2775,2021-12-23
Bulgaria,,,,,,40464,65489,112528,132838,133915,124352,88768,30972,2780,2021-12-24
Bulgaria,,,,,,40567,65602,112748,133015,134077,124473,88855,31015,2787,2021-12-25
Bulgaria,,,,,,40632,65676,112903,133145,134179,124546,88940,31069,2792,2021-12-26
Bulgaria,,,,,,40699,65753,113048,133295,134298,124654,89045,31128,2800,2021-12-27
Bulgaria,,,,,,40808,65898,113282,133508,134504,124817,89184,31190,2807,2021-12-28
Bulgaria,,,,,,40911,66048,113556,133723,134683,124940,89302,31258,2812,2021-12-29
Bulgaria,,,,,,41163,66434,114175,134400,135259,125382,89665,31383,2821,2021-12-30
Bulgaria,,,,,,41431,66887,114822,135056,135842,125893,90045,31487,2835,2021-12-31
Bulgaria,,,,,,41685,67266,115367,135586,136244,126248,90285,31580,2847,2022-01-01
Bulgaria,,,,,,41768,67420,115571,135799,136387,126341,90404,31642,2851,2022-01-02
Bulgaria,,,,,,41875,67612,115826,136043,136552,126505,90555,31717,2855,2022-01-03
Bulgaria,,,,,,42043,67962,116251,136375,136800,126692,90701,31774,2860,2022-01-04
Bulgaria,,,,,,42718,69066,117456,137548,137671,127313,91155,31910,2873,2022-01-05
Bulgaria,,,,,,43499,70392,118850,138734,138538,127961,91557,32061,2884,2022-01-06
Bulgaria,,,,,,44086,71441,119987,139762,139242,128460,91929,32198,2896,2022-01-07
Bulgaria,,,,,,44746,72428,121053,140761,139970,129012,92315,32333,2907,2022-01-08
Bulgaria,,,,,,45177,72954,121677,141354,140366,129323,92528,32405,2917,2022-01-09
Bulgaria,,,,,,45458,73198,122009,141682,140570,129477,92635,32466,2922,2022-01-10
Bulgaria,,,,,,46615,74030,123159,142950,141615,130183,93070,32617,2939,2022-01-11
Bulgaria,,,,,,47823,74899,124422,144318,142693,130884,93501,32752,2948,2022-01-12
Bulgaria,,,,,,48771,75579,125454,145452,143521,131490,93859,32863,2954,2022-01-13
Bulgaria,,,,,,49948,76482,126754,146754,144592,132206,94261,33013,2967,2022-01-14
Bulgaria,,,,,,51246,77247,128000,148020,145598,132909,94705,33133,2982,2022-01-15
Bulgaria,,,,,,52193,77751,128822,148863,146147,133332,94933,33200,2988,2022-01-16
Bulgaria,,,,,,52773,78012,129290,149290,146451,133506,95037,33255,2994,2022-01-17
Bulgaria,,,,,,55190,78841,130844,151261,148016,134458,95576,33412,3006,2022-01-18
Bulgaria,,,,,,57784,79852,132794,153502,149699,135476,96086,33577,3015,2022-01-19
Bulgaria,,,,,,59954,80821,134621,155480,151202,136448,96640,33755,3024,2022-01-20
Bulgaria,,,,,,61795,81728,136168,157179,152538,137366,97142,33919,3042,2022-01-21
Bulgaria,,,,,,63681,82748,138006,159171,153963,138348,97679,34092,3063,2022-01-22
Bulgaria,,,,,,64962,83482,139281,160571,154903,138887,98023,34194,3078,2022-01-23
Bulgaria,,,,,,65561,83758,139834,161170,155263,139129,98171,34254,3088,2022-01-24
Bulgaria,,,,,,67393,84769,141762,163453,157208,140370,98780,34437,3105,2022-01-25
Bulgaria,,,,,,69335,86049,143984,166114,159351,141693,99398,34632,3120,2022-01-26
Bulgaria,,,,,,70729,87145,145890,168115,161013,142801,99946,34824,3129,2022-01-27
Bulgaria,,,,,,71984,88270,147872,170094,162676,143844,100545,35038,3143,2022-01-28
Bulgaria,,,,,,73080,89324,149734,172131,164343,145040,101253,35268,3164,2022-01-29
Bulgaria,,,,,,73758,89994,150896,173344,165273,145702,101664,35405,3176,2022-01-30
Bulgaria,,,,,,74046,90335,151429,173850,165658,145967,101844,35493,3192,2022-01-31
Bulgaria,,,,,,74850,91362,153251,175981,167653,147293,102583,35773,3219,2022-02-01
