country,place_id,place,infected,infected_avg,infected_avg_100k,doses,doses_avg,fully_vaccinated,fully_vaccinated_avg,booster,booster_avg,date
Bulgaria,23,Кърджали,247,18,154,4156,297,1691,121,1481,106,2021-12-13
Bulgaria,23,Кърджали,115,8,72,3295,235,1374,98,1257,90,2021-12-27
Bulgaria,23,Кърджали,222,16,138,4784,342,1189,85,2832,202,2022-01-10
Bulgaria,23,Кърджали,534,38,332,4483,320,858,61,3044,217,2022-01-24
Bulgaria,23,Кърджали,965,69,600,2292,164,873,62,1226,88,2022-02-07
Bulgaria,23,Кърджали,571,41,355,1512,108,543,39,786,56,2022-02-21
Bulgaria,23,Кърджали,185,13,115,940,67,268,19,609,44,2022-03-07
Bulgaria,23,Кърджали,137,10,85,529,38,199,14,315,23,2022-03-21
Bulgaria,23,Кърджали,110,8,68,406,29,-82,-6,289,21,2022-04-04
Bulgaria,24,Кюстендил,5,1,8,,,,,,,2020-06-15
Bulgaria,24,Кюстендил,140,10,120,,,,,,,2020-06-29
Bulgaria,24,Кюстендил,115,8,99,,,,,,,2020-07-13
Bulgaria,24,Кюстендил,103,7,88,,,,,,,2020-07-27
Bulgaria,24,Кюстендил,59,4,51,,,,,,,2020-08-10
Bulgaria,24,Кюстендил,24,2,21,,,,,,,2020-08-24
Bulgaria,24,Кюстендил,31,2,27,,,,,,,2020-09-07
Bulgaria,24,Кюстендил,14,1,12,,,,,,,2020-09-21
Bulgaria,24,Кюстендил,26,2,22,,,,,,,2020-10-05
Bulgaria,24,Кюстендил,50,4,43,,,,,,,2020-10-19
Bulgaria,24,Кюстендил,326,23,280,,,,,,,2020-11-02
Bulgaria,24,Кюстендил,1047,75,898,,,,,,,2020-11-16
Bulgaria,24,Кюстендил,1305,93,1119,,,,,,,2020-11-30
Bulgaria,24,Кюстендил,772,55,662,,,,,,,2020-12-14
Bulgaria,24,Кюстендил,308,22,264,,,,,,,2020-12-28
Bulgaria,24,Кюстендил,210,15,180,,,,,,,2021-01-11
Bulgaria,24,Кюстендил,189,14,162,,,,,,,2021-01-25
Bulgaria,24,Кюстендил,386,28,331,36,12,,,,,2021-02-08
Bulgaria,24,Кюстендил,507,36,435,741,57,119,15,,,2021-02-22
Bulgaria,24,Кюстендил,639,46,548,3141,224,191,15,,,2021-03-08
Bulgaria,24,Кюстендил,848,61,727,1344,96,489,35,,,2021-03-22
Bulgaria,24,Кюстендил,715,51,613,2439,174,483,35,,,2021-04-05
Bulgaria,24,Кюстендил,512,37,439,1828,131,386,28,,,2021-04-19
Bulgaria,24,Кюстендил,287,21,246,3299,275,1503,125,,,2021-05-03
Bulgaria,24,Кюстендил,158,11,135,5789,414,3457,247,,,2021-05-17
Bulgaria,24,Кюстендил,80,6,69,4902,377,2991,230,,,2021-05-31
Bulgaria,24,Кюстендил,38,3,33,4097,410,3141,314,,,2021-06-14
Bulgaria,24,Кюстендил,34,2,29,2724,248,1983,180,,,2021-06-28
Bulgaria,24,Кюстендил,8,1,7,1386,277,862,172,,,2021-07-12
Bulgaria,24,Кюстендил,7,1,6,2234,447,1334,267,,,2021-07-26
Bulgaria,24,Кюстендил,30,2,26,3047,305,1715,172,,,2021-08-09
Bulgaria,24,Кюстендил,137,10,117,2602,186,1681,120,,,2021-08-23
Bulgaria,24,Кюстендил,273,20,234,2607,201,1762,136,,,2021-09-06
Bulgaria,24,Кюстендил,366,26,314,1984,142,1563,112,,,2021-09-20
Bulgaria,24,Кюстендил,508,36,436,1582,113,1128,81,,,2021-10-04
Bulgaria,24,Кюстендил,792,57,679,1309,101,804,62,1,1,2021-10-18
Bulgaria,24,Кюстендил,1208,86,1036,2109,192,1007,92,112,10,2021-11-01
Bulgaria,24,Кюстендил,1129,81,968,3078,220,1480,106,458,33,2021-11-15
Bulgaria,24,Кюстендил,624,45,535,3177,227,1734,124,736,53,2021-11-29
Bulgaria,24,Кюстендил,392,28,336,3014,215,1117,80,1456,104,2021-12-13
Bulgaria,24,Кюстендил,285,20,244,2850,204,937,67,1635,117,2021-12-27
Bulgaria,24,Кюстендил,766,55,657,4341,310,571,41,3374,241,2022-01-10
Bulgaria,24,Кюстендил,1626,116,1394,4319,309,482,34,3444,246,2022-01-24
Bulgaria,24,Кюстендил,1927,138,1652,1652,118,543,39,977,70,2022-02-07
Bulgaria,24,Кюстендил,892,64,765,1027,73,328,23,633,45,2022-02-21
Bulgaria,24,Кюстендил,245,18,210,533,38,185,13,341,24,2022-03-07
Bulgaria,24,Кюстендил,140,10,120,333,24,-32,-2,220,16,2022-03-21
Bulgaria,24,Кюстендил,163,12,140,266,20,45,3,209,16,2022-04-04
Bulgaria,4,Ловеч,4,1,6,,,,,,,2020-06-15
Bulgaria,4,Ловеч,5,0,4,,,,,,,2020-06-29
Bulgaria,4,Ловеч,5,0,4,,,,,,,2020-07-13
Bulgaria,4,Ловеч,13,1,11,,,,,,,2020-07-27
Bulgaria,4,Ловеч,6,0,5,,,,,,,2020-08-10
Bulgaria,4,Ловеч,16,1,13,,,,,,,2020-08-24
Bulgaria,4,Ловеч,7,1,6,,,,,,,2020-09-07
Bulgaria,4,Ловеч,4,0,3,,,,,,,2020-09-21
Bulgaria,4,Ловеч,17,1,14,,,,,,,2020-10-05
Bulgaria,4,Ловеч,82,6,67,,,,,,,2020-10-19
Bulgaria,4,Ловеч,244,17,199,,,,,,,2020-11-02
Bulgaria,4,Ловеч,461,33,376,,,,,,,2020-11-16
Bulgaria,4,Ловеч,527,38,430,,,,,,,2020-11-30
Bulgaria,4,Ловеч,474,34,387,,,,,,,2020-12-14
Bulgaria,4,Ловеч,331,24,270,,,,,,,2020-12-28
Bulgaria,4,Ловеч,182,13,149,,,,,,,2021-01-11
Bulgaria,4,Ловеч,78,6,64,,,,,,,2021-01-25
Bulgaria,4,Ловеч,94,7,77,31,10,,,,,2021-02-08
Bulgaria,4,Ловеч,153,11,125,562,40,108,12,,,2021-02-22
Bulgaria,4,Ловеч,324,23,265,2537,181,424,33,,,2021-03-08
Bulgaria,4,Ловеч,594,42,485,1171,84,188,13,,,2021-03-22
Bulgaria,4,Ловеч,802,57,655,2223,159,447,32,,,2021-04-05
Bulgaria,4,Ловеч,611,44,499,2064,147,280,20,,,2021-04-19
Bulgaria,4,Ловеч,352,25,287,2796,200,2244,160,,,2021-05-03
Bulgaria,4,Ловеч,195,14,159,3925,302,2101,162,,,2021-05-17
Bulgaria,4,Ловеч,92,7,75,2908,242,1185,99,,,2021-05-31
Bulgaria,4,Ловеч,43,3,35,4421,368,3263,272,,,2021-06-14
Bulgaria,4,Ловеч,19,1,16,2203,315,1388,198,,,2021-06-28
Bulgaria,4,Ловеч,12,1,10,1688,241,1012,145,,,2021-07-12
Bulgaria,4,Ловеч,21,2,17,2049,205,1024,102,,,2021-07-26
Bulgaria,4,Ловеч,69,5,56,2192,169,1150,88,,,2021-08-09
Bulgaria,4,Ловеч,157,11,128,2440,174,1294,92,,,2021-08-23
Bulgaria,4,Ловеч,294,21,240,2724,195,1625,116,,,2021-09-06
Bulgaria,4,Ловеч,343,25,280,2343,167,1693,121,,,2021-09-20
Bulgaria,4,Ловеч,354,25,289,1644,117,1144,82,,,2021-10-04
Bulgaria,4,Ловеч,517,37,422,870,67,507,39,0,0,2021-10-18
Bulgaria,4,Ловеч,960,69,784,1565,142,729,66,80,7,2021-11-01
Bulgaria,4,Ловеч,863,62,705,3117,223,1483,106,291,21,2021-11-15
Bulgaria,4,Ловеч,574,41,469,3347,239,1869,134,742,53,2021-11-29
Bulgaria,4,Ловеч,486,35,397,3042,217,1292,92,1267,91,2021-12-13
Bulgaria,4,Ловеч,392,28,320,2380,170,839,60,1206,86,2021-12-27
Bulgaria,4,Ловеч,541,39,442,2760,197,607,43,1906,136,2022-01-10
Bulgaria,4,Ловеч,1299,93,1060,5101,364,544,39,4072,291,2022-01-24
Bulgaria,4,Ловеч,1810,129,1478,2009,144,575,41,1257,90,2022-02-07
Bulgaria,4,Ловеч,1095,78,894,1291,92,471,34,731,52,2022-02-21
Bulgaria,4,Ловеч,478,34,390,618,44,200,14,398,28,2022-03-07
Bulgaria,4,Ловеч,288,21,235,368,26,143,10,232,17,2022-03-21
Bulgaria,4,Ловеч,270,19,220,279,20,-158,-11,214,15,2022-04-04
Bulgaria,27,Монтана,0,0,0,,,,,,,2020-06-15
Bulgaria,27,Монтана,3,0,2,,,,,,,2020-06-29
Bulgaria,27,Монтана,6,0,5,,,,,,,2020-07-13
Bulgaria,27,Монтана,8,1,6,,,,,,,2020-07-27
Bulgaria,27,Монтана,14,1,11,,,,,,,2020-08-10
Bulgaria,27,Монтана,8,1,6,,,,,,,2020-08-24
Bulgaria,27,Монтана,33,2,26,,,,,,,2020-09-07
Bulgaria,27,Монтана,44,3,35,,,,,,,2020-09-21
Bulgaria,27,Монтана,68,5,54,,,,,,,2020-10-05
Bulgaria,27,Монтана,142,10,113,,,,,,,2020-10-19
Bulgaria,27,Монтана,367,26,293,,,,,,,2020-11-02
Bulgaria,27,Монтана,818,58,652,,,,,,,2020-11-16
Bulgaria,27,Монтана,726,52,579,,,,,,,2020-11-30
Bulgaria,27,Монтана,522,37,416,,,,,,,2020-12-14
Bulgaria,27,Монтана,202,14,161,,,,,,,2020-12-28
Bulgaria,27,Монтана,153,11,122,,,,,,,2021-01-11
Bulgaria,27,Монтана,64,5,51,,,,,,,2021-01-25
Bulgaria,27,Монтана,86,6,69,0,0,,,,,2021-02-08
Bulgaria,27,Монтана,88,6,70,586,53,77,13,,,2021-02-22
Bulgaria,27,Монтана,282,20,225,2983,249,136,12,,,2021-03-08
Bulgaria,27,Монтана,651,47,519,691,49,168,12,,,2021-03-22
Bulgaria,27,Монтана,760,54,606,1789,128,506,36,,,2021-04-05
Bulgaria,27,Монтана,515,37,411,1825,130,391,28,,,2021-04-19
Bulgaria,27,Монтана,375,27,299,1689,130,996,77,,,2021-05-03
Bulgaria,27,Монтана,284,20,226,3899,279,3162,226,,,2021-05-17
Bulgaria,27,Монтана,127,9,101,1973,179,1330,121,,,2021-05-31
Bulgaria,27,Монтана,40,3,32,1979,180,1312,119,,,2021-06-14
Bulgaria,27,Монтана,18,1,14,1256,179,856,122,,,2021-06-28
Bulgaria,27,Монтана,12,1,10,1296,144,825,92,,,2021-07-12
Bulgaria,27,Монтана,11,1,9,1284,214,827,138,,,2021-07-26
Bulgaria,27,Монтана,30,2,24,1350,135,767,77,,,2021-08-09
Bulgaria,27,Монтана,127,9,101,1473,105,985,70,,,2021-08-23
Bulgaria,27,Монтана,310,22,247,1573,112,1064,76,,,2021-09-06
Bulgaria,27,Монтана,403,29,321,1135,87,835,64,,,2021-09-20
Bulgaria,27,Монтана,574,41,458,1004,72,725,52,,,2021-10-04
Bulgaria,27,Монтана,964,69,769,652,50,378,29,0,0,2021-10-18
Bulgaria,27,Монтана,1787,128,1425,1893,172,1148,104,72,7,2021-11-01
Bulgaria,27,Монтана,1228,88,979,2556,183,1509,108,279,20,2021-11-15
Bulgaria,27,Монтана,782,56,624,2578,198,1467,113,541,42,2021-11-29
Bulgaria,27,Монтана,492,35,392,2469,176,1070,76,954,68,2021-12-13
Bulgaria,27,Монтана,302,22,241,2010,144,795,57,935,67,2021-12-27
Bulgaria,27,Монтана,486,35,388,2585,185,665,48,1610,115,2022-01-10
Bulgaria,27,Монтана,1382,99,1102,2826,202,474,34,2055,147,2022-01-24
Bulgaria,27,Монтана,1747,125,1393,1409,101,487,35,803,57,2022-02-07
Bulgaria,27,Монтана,1140,81,909,893,64,379,27,416,30,2022-02-21
Bulgaria,27,Монтана,542,39,432,472,34,166,12,289,21,2022-03-07
Bulgaria,27,Монтана,300,21,239,312,22,134,10,170,12,2022-03-21
Bulgaria,27,Монтана,215,15,171,217,16,-83,-6,146,10,2022-04-04
Bulgaria,19,Пазарджик,35,4,24,,,,,,,2020-06-15
Bulgaria,19,Пазарджик,88,6,35,,,,,,,2020-06-29
Bulgaria,19,Пазарджик,81,6,32,,,,,,,2020-07-13
Bulgaria,19,Пазарджик,78,6,31,,,,,,,2020-07-27
Bulgaria,19,Пазарджик,90,6,36,,,,,,,2020-08-10
Bulgaria,19,Пазарджик,84,6,33,,,,,,,2020-08-24
Bulgaria,19,Пазарджик,101,7,40,,,,,,,2020-09-07
Bulgaria,19,Пазарджик,61,4,24,,,,,,,2020-09-21
Bulgaria,19,Пазарджик,89,6,35,,,,,,,2020-10-05
Bulgaria,19,Пазарджик,165,12,66,,,,,,,2020-10-19
Bulgaria,19,Пазарджик,436,31,173,,,,,,,2020-11-02
Bulgaria,19,Пазарджик,953,68,379,,,,,,,2020-11-16
Bulgaria,19,Пазарджик,1141,82,454,,,,,,,2020-11-30
Bulgaria,19,Пазарджик,1053,75,419,,,,,,,2020-12-14
Bulgaria,19,Пазарджик,538,38,214,,,,,,,2020-12-28
Bulgaria,19,Пазарджик,296,21,118,,,,,,,2021-01-11
Bulgaria,19,Пазарджик,280,20,111,,,,,,,2021-01-25
Bulgaria,19,Пазарджик,403,29,160,42,14,,,,,2021-02-08
Bulgaria,19,Пазарджик,510,36,203,1830,131,167,19,,,2021-02-22
Bulgaria,19,Пазарджик,715,51,285,5179,370,606,47,,,2021-03-08
Bulgaria,19,Пазарджик,964,69,384,1468,105,85,6,,,2021-03-22
Bulgaria,19,Пазарджик,1179,84,469,3562,254,880,63,,,2021-04-05
Bulgaria,19,Пазарджик,899,64,358,3811,272,604,43,,,2021-04-19
Bulgaria,19,Пазарджик,509,36,203,4551,325,2337,167,,,2021-05-03
Bulgaria,19,Пазарджик,207,15,82,8274,591,6121,437,,,2021-05-17
Bulgaria,19,Пазарджик,103,7,41,5592,399,3313,237,,,2021-05-31
Bulgaria,19,Пазарджик,73,5,29,6276,523,4209,351,,,2021-06-14
Bulgaria,19,Пазарджик,31,2,12,3559,395,2465,274,,,2021-06-28
Bulgaria,19,Пазарджик,25,2,10,3371,421,2259,282,,,2021-07-12
Bulgaria,19,Пазарджик,39,3,16,3222,269,1722,144,,,2021-07-26
Bulgaria,19,Пазарджик,164,12,65,3284,235,1925,138,,,2021-08-09
Bulgaria,19,Пазарджик,543,39,216,3339,239,1988,142,,,2021-08-23
Bulgaria,19,Пазарджик,816,58,325,3780,270,2339,167,,,2021-09-06
Bulgaria,19,Пазарджик,595,43,237,3133,224,2219,159,,,2021-09-20
Bulgaria,19,Пазарджик,591,42,235,2340,167,1675,120,,,2021-10-04
Bulgaria,19,Пазарджик,696,50,277,1561,120,970,75,0,0,2021-10-18
Bulgaria,19,Пазарджик,1473,105,586,4086,371,2364,215,205,19,2021-11-01
Bulgaria,19,Пазарджик,1472,105,586,5594,400,3009,215,539,39,2021-11-15
Bulgaria,19,Пазарджик,917,66,365,6044,432,3506,250,1162,83,2021-11-29
Bulgaria,19,Пазарджик,648,46,258,5532,395,2180,156,2329,166,2021-12-13
Bulgaria,19,Пазарджик,533,38,212,4571,327,1667,119,2247,161,2021-12-27
Bulgaria,19,Пазарджик,921,66,366,5677,406,1262,90,3778,270,2022-01-10
Bulgaria,19,Пазарджик,2729,195,1086,7684,549,982,70,5936,424,2022-01-24
Bulgaria,19,Пазарджик,3407,243,1356,2976,213,991,71,1739,124,2022-02-07
Bulgaria,19,Пазарджик,1667,119,663,1972,141,661,47,1148,82,2022-02-21
Bulgaria,19,Пазарджик,489,35,195,1066,76,301,22,715,51,2022-03-07
Bulgaria,19,Пазарджик,273,20,109,752,54,258,18,498,36,2022-03-21
Bulgaria,19,Пазарджик,218,16,87,499,36,-120,-9,400,29,2022-04-04
Bulgaria,6,Перник,0,0,0,,,,,,,2020-06-15
Bulgaria,6,Перник,15,1,12,,,,,,,2020-06-29
Bulgaria,6,Перник,22,2,18,,,,,,,2020-07-13
Bulgaria,6,Перник,33,2,27,,,,,,,2020-07-27
Bulgaria,6,Перник,50,4,42,,,,,,,2020-08-10
Bulgaria,6,Перник,25,2,21,,,,,,,2020-08-24
Bulgaria,6,Перник,11,1,9,,,,,,,2020-09-07
Bulgaria,6,Перник,14,1,12,,,,,,,2020-09-21
Bulgaria,6,Перник,28,2,23,,,,,,,2020-10-05
Bulgaria,6,Перник,101,7,84,,,,,,,2020-10-19
Bulgaria,6,Перник,447,32,371,,,,,,,2020-11-02
Bulgaria,6,Перник,904,65,751,,,,,,,2020-11-16
Bulgaria,6,Перник,847,61,703,,,,,,,2020-11-30
Bulgaria,6,Перник,693,50,575,,,,,,,2020-12-14
Bulgaria,6,Перник,375,27,311,,,,,,,2020-12-28
Bulgaria,6,Перник,246,18,204,,,,,,,2021-01-11
Bulgaria,6,Перник,124,9,103,,,,,,,2021-01-25
Bulgaria,6,Перник,162,12,135,48,16,,,,,2021-02-08
Bulgaria,6,Перник,280,20,233,863,62,21,2,,,2021-02-22
Bulgaria,6,Перник,461,33,383,2687,192,221,17,,,2021-03-08
Bulgaria,6,Перник,845,60,702,2397,171,1383,99,,,2021-03-22
Bulgaria,6,Перник,978,70,812,1628,116,364,26,,,2021-04-05
Bulgaria,6,Перник,670,48,556,3315,237,401,29,,,2021-04-19
Bulgaria,6,Перник,413,30,343,3738,267,1788,128,,,2021-05-03
Bulgaria,6,Перник,162,12,135,4795,343,3648,261,,,2021-05-17
Bulgaria,6,Перник,59,4,49,3259,251,2038,157,,,2021-05-31
Bulgaria,6,Перник,32,2,27,2695,245,1920,175,,,2021-06-14
Bulgaria,6,Перник,20,1,17,1974,179,1292,117,,,2021-06-28
Bulgaria,6,Перник,13,1,11,1630,233,971,139,,,2021-07-12
Bulgaria,6,Перник,19,1,16,1790,199,1088,121,,,2021-07-26
Bulgaria,6,Перник,59,4,49,2055,171,1127,94,,,2021-08-09
Bulgaria,6,Перник,209,15,174,2023,145,1302,93,,,2021-08-23
Bulgaria,6,Перник,294,21,244,1934,138,1347,96,,,2021-09-06
Bulgaria,6,Перник,289,21,240,1322,94,890,64,,,2021-09-20
Bulgaria,6,Перник,581,42,482,1051,75,709,51,,,2021-10-04
Bulgaria,6,Перник,1030,74,855,765,59,451,35,0,0,2021-10-18
Bulgaria,6,Перник,1508,108,1252,1842,167,900,82,125,11,2021-11-01
Bulgaria,6,Перник,1151,82,956,2749,196,1347,96,339,24,2021-11-15
Bulgaria,6,Перник,817,58,678,2940,210,1800,129,526,38,2021-11-29
Bulgaria,6,Перник,547,39,454,2544,182,1114,80,996,71,2021-12-13
Bulgaria,6,Перник,479,34,398,2080,149,653,47,1181,84,2021-12-27
Bulgaria,6,Перник,1037,74,861,2859,204,480,34,2092,149,2022-01-10
Bulgaria,6,Перник,2181,156,1811,3608,258,342,24,2864,205,2022-01-24
Bulgaria,6,Перник,2021,144,1678,1520,109,455,33,935,67,2022-02-07
Bulgaria,6,Перник,1094,78,908,996,71,330,24,580,41,2022-02-21
Bulgaria,6,Перник,492,35,409,533,38,151,11,336,24,2022-03-07
Bulgaria,6,Перник,326,23,271,386,28,73,5,286,20,2022-03-21
Bulgaria,6,Перник,248,18,206,236,17,-10,-1,161,12,2022-04-04
Bulgaria,7,Плевен,27,3,20,,,,,,,2020-06-15
Bulgaria,7,Плевен,36,3,15,,,,,,,2020-06-29
Bulgaria,7,Плевен,63,5,27,,,,,,,2020-07-13
Bulgaria,7,Плевен,23,2,10,,,,,,,2020-07-27
Bulgaria,7,Плевен,55,4,24,,,,,,,2020-08-10
Bulgaria,7,Плевен,29,2,12,,,,,,,2020-08-24
Bulgaria,7,Плевен,14,1,6,,,,,,,2020-09-07
Bulgaria,7,Плевен,21,2,9,,,,,,,2020-09-21
Bulgaria,7,Плевен,14,1,6,,,,,,,2020-10-05
Bulgaria,7,Плевен,146,10,63,,,,,,,2020-10-19
Bulgaria,7,Плевен,460,33,197,,,,,,,2020-11-02
Bulgaria,7,Плевен,1073,77,460,,,,,,,2020-11-16
Bulgaria,7,Плевен,1328,95,569,,,,,,,2020-11-30
Bulgaria,7,Плевен,1092,78,468,,,,,,,2020-12-14
Bulgaria,7,Плевен,714,51,306,,,,,,,2020-12-28
Bulgaria,7,Плевен,484,35,207,,,,,,,2021-01-11
Bulgaria,7,Плевен,289,21,124,,,,,,,2021-01-25
Bulgaria,7,Плевен,407,29,174,192,64,,,,,2021-02-08
Bulgaria,7,Плевен,622,44,266,1833,131,122,14,,,2021-02-22
Bulgaria,7,Плевен,1319,94,565,6433,460,923,71,,,2021-03-08
Bulgaria,7,Плевен,1800,129,771,2930,209,806,58,,,2021-03-22
Bulgaria,7,Плевен,1494,107,640,6280,449,1062,76,,,2021-04-05
Bulgaria,7,Плевен,773,55,331,4827,345,954,68,,,2021-04-19
Bulgaria,7,Плевен,384,27,164,8334,595,5275,377,,,2021-05-03
Bulgaria,7,Плевен,178,13,76,9869,705,7374,527,,,2021-05-17
Bulgaria,7,Плевен,66,5,28,6795,566,3576,298,,,2021-05-31
Bulgaria,7,Плевен,36,3,15,6666,606,4719,429,,,2021-06-14
Bulgaria,7,Плевен,27,2,12,4855,373,3327,256,,,2021-06-28
Bulgaria,7,Плевен,19,1,8,2646,331,1692,212,,,2021-07-12
Bulgaria,7,Плевен,25,2,11,4201,467,2378,264,,,2021-07-26
Bulgaria,7,Плевен,100,7,43,4025,288,2293,164,,,2021-08-09
Bulgaria,7,Плевен,314,22,135,3647,261,2088,149,,,2021-08-23
Bulgaria,7,Плевен,569,41,244,4070,291,2502,179,,,2021-09-06
Bulgaria,7,Плевен,522,37,224,3336,238,2258,161,,,2021-09-20
Bulgaria,7,Плевен,409,29,175,2491,178,1760,126,,,2021-10-04
Bulgaria,7,Плевен,566,40,242,1783,137,1209,93,7,4,2021-10-18
Bulgaria,7,Плевен,1377,98,590,4598,418,2667,242,231,21,2021-11-01
Bulgaria,7,Плевен,1478,106,633,6312,451,3307,236,723,52,2021-11-15
Bulgaria,7,Плевен,1100,79,471,7145,510,4062,290,1576,113,2021-11-29
Bulgaria,7,Плевен,910,65,390,6740,481,2589,185,3066,219,2021-12-13
Bulgaria,7,Плевен,770,55,330,5355,383,1913,137,2731,195,2021-12-27
Bulgaria,7,Плевен,1048,75,449,6450,461,1566,112,4221,302,2022-01-10
Bulgaria,7,Плевен,2154,154,923,9791,699,1250,89,7570,541,2022-01-24
Bulgaria,7,Плевен,3585,256,1536,4378,313,1368,98,2701,193,2022-02-07
Bulgaria,7,Плевен,2462,176,1055,2328,166,913,65,1267,91,2022-02-21
Bulgaria,7,Плевен,1060,76,454,1242,89,420,30,775,55,2022-03-07
Bulgaria,7,Плевен,678,48,290,711,51,236,17,459,33,2022-03-21
Bulgaria,7,Плевен,415,30,178,452,32,-432,-31,347,25,2022-04-04
Bulgaria,13,Пловдив,8,1,2,,,,,,,2020-06-15
Bulgaria,13,Пловдив,79,6,12,,,,,,,2020-06-29
Bulgaria,13,Пловдив,268,19,40,,,,,,,2020-07-13
Bulgaria,13,Пловдив,345,25,52,,,,,,,2020-07-27
Bulgaria,13,Пловдив,301,22,45,,,,,,,2020-08-10
Bulgaria,13,Пловдив,201,14,30,,,,,,,2020-08-24
Bulgaria,13,Пловдив,159,11,24,,,,,,,2020-09-07
Bulgaria,13,Пловдив,126,9,19,,,,,,,2020-09-21
Bulgaria,13,Пловдив,218,16,33,,,,,,,2020-10-05
Bulgaria,13,Пловдив,797,57,120,,,,,,,2020-10-19
Bulgaria,13,Пловдив,2089,149,313,,,,,,,2020-11-02
Bulgaria,13,Пловдив,4089,292,614,,,,,,,2020-11-16
Bulgaria,13,Пловдив,4345,310,652,,,,,,,2020-11-30
Bulgaria,13,Пловдив,3658,261,549,,,,,,,2020-12-14
Bulgaria,13,Пловдив,1718,123,258,,,,,,,2020-12-28
Bulgaria,13,Пловдив,889,64,133,,,,,,,2021-01-11
Bulgaria,13,Пловдив,493,35,74,,,,,,,2021-01-25
Bulgaria,13,Пловдив,750,54,113,252,84,,,,,2021-02-08
Bulgaria,13,Пловдив,1023,73,154,4844,346,332,37,,,2021-02-22
Bulgaria,13,Пловдив,1814,130,272,12353,882,2402,185,,,2021-03-08
Bulgaria,13,Пловдив,3013,215,452,5987,428,571,41,,,2021-03-22
Bulgaria,13,Пловдив,3915,280,587,9834,702,2090,149,,,2021-04-05
Bulgaria,13,Пловдив,3043,217,457,10159,726,984,70,,,2021-04-19
Bulgaria,13,Пловдив,1835,131,275,16565,1183,6544,467,,,2021-05-03
Bulgaria,13,Пловдив,839,60,126,28049,2004,16986,1213,,,2021-05-17
Bulgaria,13,Пловдив,369,26,55,26212,1872,14995,1071,,,2021-05-31
Bulgaria,13,Пловдив,208,15,31,24171,1727,16925,1209,,,2021-06-14
Bulgaria,13,Пловдив,98,7,15,17310,1443,12194,1016,,,2021-06-28
Bulgaria,13,Пловдив,56,4,8,10662,969,6625,602,,,2021-07-12
Bulgaria,13,Пловдив,98,7,15,12425,888,7166,512,,,2021-07-26
Bulgaria,13,Пловдив,505,36,76,13245,946,7855,561,,,2021-08-09
Bulgaria,13,Пловдив,1520,109,228,12631,902,7865,562,,,2021-08-23
Bulgaria,13,Пловдив,2240,160,336,13883,992,8650,618,,,2021-09-06
Bulgaria,13,Пловдив,1812,129,272,11785,842,8240,589,,,2021-09-20
Bulgaria,13,Пловдив,2121,152,318,8891,635,6176,441,,,2021-10-04
Bulgaria,13,Пловдив,2939,210,441,6538,503,3796,292,5,3,2021-10-18
Bulgaria,13,Пловдив,5455,390,819,15108,1373,7897,718,642,58,2021-11-01
Bulgaria,13,Пловдив,5007,358,751,20001,1429,10348,739,1683,120,2021-11-15
Bulgaria,13,Пловдив,3003,215,451,22047,1575,13253,947,3922,280,2021-11-29
Bulgaria,13,Пловдив,2205,158,331,18701,1336,8033,574,7608,543,2021-12-13
Bulgaria,13,Пловдив,1830,131,275,15855,1133,5545,396,8314,594,2021-12-27
Bulgaria,13,Пловдив,3563,255,535,20998,1500,4134,295,14745,1053,2022-01-10
Bulgaria,13,Пловдив,9174,655,1377,24315,1737,3109,222,18603,1329,2022-01-24
Bulgaria,13,Пловдив,11801,843,1771,10360,740,3442,246,6171,441,2022-02-07
Bulgaria,13,Пловдив,6683,477,1003,6380,456,2356,168,3685,263,2022-02-21
Bulgaria,13,Пловдив,2699,193,405,3249,232,931,67,2166,155,2022-03-07
Bulgaria,13,Пловдив,1785,128,268,2521,180,718,51,1757,126,2022-03-21
Bulgaria,13,Пловдив,1224,87,184,1837,131,-525,-38,1440,103,2022-04-04
Bulgaria,31,Разград,9,1,14,,,,,,,2020-06-15
Bulgaria,31,Разград,26,2,24,,,,,,,2020-06-29
Bulgaria,31,Разград,29,2,26,,,,,,,2020-07-13
Bulgaria,31,Разград,11,1,10,,,,,,,2020-07-27
Bulgaria,31,Разград,30,2,27,,,,,,,2020-08-10
Bulgaria,31,Разград,13,1,12,,,,,,,2020-08-24
Bulgaria,31,Разград,17,1,15,,,,,,,2020-09-07
Bulgaria,31,Разград,8,1,7,,,,,,,2020-09-21
Bulgaria,31,Разград,15,1,14,,,,,,,2020-10-05
Bulgaria,31,Разград,132,9,120,,,,,,,2020-10-19
Bulgaria,31,Разград,367,26,334,,,,,,,2020-11-02
Bulgaria,31,Разград,501,36,456,,,,,,,2020-11-16
Bulgaria,31,Разград,391,28,356,,,,,,,2020-11-30
Bulgaria,31,Разград,306,22,279,,,,,,,2020-12-14
Bulgaria,31,Разград,221,16,201,,,,,,,2020-12-28
Bulgaria,31,Разград,80,6,73,,,,,,,2021-01-11
Bulgaria,31,Разград,49,4,45,,,,,,,2021-01-25
Bulgaria,31,Разград,61,4,56,0,0,,,,,2021-02-08
Bulgaria,31,Разград,74,5,67,975,70,82,9,,,2021-02-22
Bulgaria,31,Разград,121,9,110,2506,179,234,18,,,2021-03-08
Bulgaria,31,Разград,263,19,240,1102,79,545,39,,,2021-03-22
Bulgaria,31,Разград,383,27,349,1599,114,432,31,,,2021-04-05
