country,place_id,place,infected,infected_avg,infected_avg_100k,doses,doses_avg,fully_vaccinated,fully_vaccinated_avg,booster,booster_avg,date
Bulgaria,31,Разград,319,23,291,1945,139,222,16,,,2021-04-19
Bulgaria,31,Разград,190,14,173,2373,170,1387,99,,,2021-05-03
Bulgaria,31,Разград,84,6,76,3261,233,2257,161,,,2021-05-17
Bulgaria,31,Разград,38,3,35,3525,353,2285,229,,,2021-05-31
Bulgaria,31,Разград,20,1,18,2621,291,1511,168,,,2021-06-14
Bulgaria,31,Разград,5,0,5,1667,556,1018,339,,,2021-06-28
Bulgaria,31,Разград,11,1,10,2429,405,1390,232,,,2021-07-12
Bulgaria,31,Разград,16,1,15,2400,267,1426,158,,,2021-07-26
Bulgaria,31,Разград,33,2,30,1923,192,1093,109,,,2021-08-09
Bulgaria,31,Разград,146,10,133,2176,155,1182,84,,,2021-08-23
Bulgaria,31,Разград,280,20,255,2280,163,1121,80,,,2021-09-06
Bulgaria,31,Разград,385,28,351,2054,147,1311,94,,,2021-09-20
Bulgaria,31,Разград,293,21,267,1487,106,1052,75,,,2021-10-04
Bulgaria,31,Разград,360,26,328,873,67,538,41,1,1,2021-10-18
Bulgaria,31,Разград,715,51,651,1799,164,780,71,81,7,2021-11-01
Bulgaria,31,Разград,666,48,607,2573,184,1175,84,215,15,2021-11-15
Bulgaria,31,Разград,427,31,389,3264,233,1892,135,560,40,2021-11-29
Bulgaria,31,Разград,310,22,282,2950,211,1228,88,878,63,2021-12-13
Bulgaria,31,Разград,233,17,212,2543,182,991,71,1027,73,2021-12-27
Bulgaria,31,Разград,300,21,273,2820,201,941,67,1468,105,2022-01-10
Bulgaria,31,Разград,526,38,479,4288,306,598,43,3057,218,2022-01-24
Bulgaria,31,Разград,758,54,690,2019,144,667,48,1148,82,2022-02-07
Bulgaria,31,Разград,749,54,682,1240,89,466,33,642,46,2022-02-21
Bulgaria,31,Разград,412,29,375,577,41,200,14,307,22,2022-03-07
Bulgaria,31,Разград,238,17,217,329,24,122,9,199,14,2022-03-21
Bulgaria,31,Разград,199,14,181,215,15,-30,-2,161,12,2022-04-04
Bulgaria,26,Русе,0,0,0,,,,,,,2020-06-15
Bulgaria,26,Русе,9,1,4,,,,,,,2020-06-29
Bulgaria,26,Русе,37,3,17,,,,,,,2020-07-13
Bulgaria,26,Русе,83,6,39,,,,,,,2020-07-27
Bulgaria,26,Русе,106,8,50,,,,,,,2020-08-10
Bulgaria,26,Русе,40,3,19,,,,,,,2020-08-24
Bulgaria,26,Русе,52,4,24,,,,,,,2020-09-07
Bulgaria,26,Русе,38,3,18,,,,,,,2020-09-21
Bulgaria,26,Русе,40,3,19,,,,,,,2020-10-05
Bulgaria,26,Русе,129,9,61,,,,,,,2020-10-19
Bulgaria,26,Русе,903,65,424,,,,,,,2020-11-02
Bulgaria,26,Русе,1658,118,779,,,,,,,2020-11-16
Bulgaria,26,Русе,1674,120,787,,,,,,,2020-11-30
Bulgaria,26,Русе,1438,103,676,,,,,,,2020-12-14
Bulgaria,26,Русе,893,64,420,,,,,,,2020-12-28
Bulgaria,26,Русе,406,29,191,,,,,,,2021-01-11
Bulgaria,26,Русе,194,14,91,,,,,,,2021-01-25
Bulgaria,26,Русе,234,17,110,144,48,,,,,2021-02-08
Bulgaria,26,Русе,196,14,92,1389,107,190,24,,,2021-02-22
Bulgaria,26,Русе,414,30,195,4246,303,629,48,,,2021-03-08
Bulgaria,26,Русе,1147,82,539,1962,140,288,21,,,2021-03-22
Bulgaria,26,Русе,1729,124,813,3209,229,511,37,,,2021-04-05
Bulgaria,26,Русе,1335,95,628,3834,274,936,67,,,2021-04-19
Bulgaria,26,Русе,806,58,379,4044,289,1511,108,,,2021-05-03
Bulgaria,26,Русе,392,28,184,7726,552,5496,393,,,2021-05-17
Bulgaria,26,Русе,169,12,79,6049,432,3424,245,,,2021-05-31
Bulgaria,26,Русе,78,6,37,6379,532,4414,368,,,2021-06-14
Bulgaria,26,Русе,29,2,14,4333,394,2635,240,,,2021-06-28
Bulgaria,26,Русе,14,1,7,3126,447,1900,271,,,2021-07-12
Bulgaria,26,Русе,31,2,15,4546,455,2424,242,,,2021-07-26
Bulgaria,26,Русе,119,9,56,4146,319,2075,160,,,2021-08-09
Bulgaria,26,Русе,505,36,237,4109,294,2294,164,,,2021-08-23
Bulgaria,26,Русе,792,57,372,4696,335,2912,208,,,2021-09-06
Bulgaria,26,Русе,560,40,263,3831,274,2551,182,,,2021-09-20
Bulgaria,26,Русе,669,48,314,2759,197,1851,132,,,2021-10-04
Bulgaria,26,Русе,895,64,421,2055,158,1279,98,1,1,2021-10-18
Bulgaria,26,Русе,1583,113,744,4022,366,2000,182,142,13,2021-11-01
Bulgaria,26,Русе,1398,100,657,6504,465,3344,239,610,44,2021-11-15
Bulgaria,26,Русе,1066,76,501,6359,454,3749,268,1142,82,2021-11-29
Bulgaria,26,Русе,1101,79,518,6011,429,2553,182,2392,171,2021-12-13
Bulgaria,26,Русе,862,62,405,4963,355,1809,129,2346,168,2021-12-27
Bulgaria,26,Русе,1411,101,663,5829,416,1300,93,3788,271,2022-01-10
Bulgaria,26,Русе,2257,161,1061,7903,565,1089,78,5775,413,2022-01-24
Bulgaria,26,Русе,2538,181,1193,3729,266,1234,88,2115,151,2022-02-07
Bulgaria,26,Русе,1826,130,858,2436,174,876,63,1348,96,2022-02-21
Bulgaria,26,Русе,868,62,408,1111,79,387,28,651,47,2022-03-07
Bulgaria,26,Русе,581,42,273,727,52,273,20,408,29,2022-03-21
Bulgaria,26,Русе,468,33,220,417,30,-107,-8,300,21,2022-04-04
Bulgaria,25,Силистра,0,0,0,,,,,,,2020-06-15
Bulgaria,25,Силистра,0,0,0,,,,,,,2020-06-29
Bulgaria,25,Силистра,5,0,5,,,,,,,2020-07-13
Bulgaria,25,Силистра,17,1,16,,,,,,,2020-07-27
Bulgaria,25,Силистра,33,2,31,,,,,,,2020-08-10
Bulgaria,25,Силистра,55,4,51,,,,,,,2020-08-24
Bulgaria,25,Силистра,41,3,38,,,,,,,2020-09-07
Bulgaria,25,Силистра,17,1,16,,,,,,,2020-09-21
Bulgaria,25,Силистра,37,3,35,,,,,,,2020-10-05
Bulgaria,25,Силистра,53,4,50,,,,,,,2020-10-19
Bulgaria,25,Силистра,133,10,124,,,,,,,2020-11-02
Bulgaria,25,Силистра,452,32,423,,,,,,,2020-11-16
Bulgaria,25,Силистра,710,51,664,,,,,,,2020-11-30
Bulgaria,25,Силистра,507,36,474,,,,,,,2020-12-14
Bulgaria,25,Силистра,270,19,253,,,,,,,2020-12-28
Bulgaria,25,Силистра,166,12,155,,,,,,,2021-01-11
Bulgaria,25,Силистра,123,9,115,,,,,,,2021-01-25
Bulgaria,25,Силистра,109,8,102,54,18,,,,,2021-02-08
Bulgaria,25,Силистра,150,11,140,651,54,93,13,,,2021-02-22
Bulgaria,25,Силистра,322,23,301,2561,183,326,25,,,2021-03-08
Bulgaria,25,Силистра,950,68,889,780,56,187,13,,,2021-03-22
Bulgaria,25,Силистра,890,64,833,1273,91,456,33,,,2021-04-05
Bulgaria,25,Силистра,458,33,429,1260,90,176,13,,,2021-04-19
Bulgaria,25,Силистра,257,18,241,1399,100,620,44,,,2021-05-03
Bulgaria,25,Силистра,110,8,103,3247,250,2574,198,,,2021-05-17
Bulgaria,25,Силистра,64,5,60,2248,173,1328,102,,,2021-05-31
Bulgaria,25,Силистра,15,1,14,2020,253,1280,160,,,2021-06-14
Bulgaria,25,Силистра,7,1,7,637,319,434,217,,,2021-06-28
Bulgaria,25,Силистра,6,0,6,2354,471,1305,261,,,2021-07-12
Bulgaria,25,Силистра,14,1,13,1539,171,901,100,,,2021-07-26
Bulgaria,25,Силистра,64,5,60,1961,151,1018,78,,,2021-08-09
Bulgaria,25,Силистра,215,15,201,1937,149,1148,88,,,2021-08-23
Bulgaria,25,Силистра,299,21,280,2043,146,1181,84,,,2021-09-06
Bulgaria,25,Силистра,309,22,289,1781,127,1211,87,,,2021-09-20
Bulgaria,25,Силистра,333,24,312,1297,93,824,59,,,2021-10-04
Bulgaria,25,Силистра,397,28,372,974,75,633,49,0,0,2021-10-18
Bulgaria,25,Силистра,641,46,600,2082,189,1156,105,134,12,2021-11-01
Bulgaria,25,Силистра,581,42,544,2755,197,1331,95,308,22,2021-11-15
Bulgaria,25,Силистра,328,23,307,2921,209,1582,113,685,49,2021-11-29
Bulgaria,25,Силистра,268,19,251,2619,187,1104,79,1052,75,2021-12-13
Bulgaria,25,Силистра,264,19,247,1900,136,764,55,761,54,2021-12-27
Bulgaria,25,Силистра,495,35,463,2491,178,632,45,1508,108,2022-01-10
Bulgaria,25,Силистра,782,56,732,3646,260,499,36,2642,189,2022-01-24
Bulgaria,25,Силистра,1212,87,1134,1735,124,632,45,903,65,2022-02-07
Bulgaria,25,Силистра,1155,83,1081,986,70,425,30,480,34,2022-02-21
Bulgaria,25,Силистра,676,48,633,447,32,212,15,213,15,2022-03-07
Bulgaria,25,Силистра,540,39,505,200,14,68,5,113,8,2022-03-21
Bulgaria,25,Силистра,507,36,474,139,10,-135,-10,98,7,2022-04-04
Bulgaria,21,Сливен,52,7,50,,,,,,,2020-06-15
Bulgaria,21,Сливен,83,6,45,,,,,,,2020-06-29
Bulgaria,21,Сливен,72,5,39,,,,,,,2020-07-13
Bulgaria,21,Сливен,42,3,23,,,,,,,2020-07-27
Bulgaria,21,Сливен,44,3,24,,,,,,,2020-08-10
Bulgaria,21,Сливен,21,2,12,,,,,,,2020-08-24
Bulgaria,21,Сливен,17,1,9,,,,,,,2020-09-07
Bulgaria,21,Сливен,39,3,21,,,,,,,2020-09-21
Bulgaria,21,Сливен,48,3,26,,,,,,,2020-10-05
Bulgaria,21,Сливен,342,24,187,,,,,,,2020-10-19
Bulgaria,21,Сливен,453,32,248,,,,,,,2020-11-02
Bulgaria,21,Сливен,711,51,389,,,,,,,2020-11-16
Bulgaria,21,Сливен,1076,77,589,,,,,,,2020-11-30
Bulgaria,21,Сливен,1262,90,691,,,,,,,2020-12-14
Bulgaria,21,Сливен,622,44,341,,,,,,,2020-12-28
Bulgaria,21,Сливен,314,22,172,,,,,,,2021-01-11
Bulgaria,21,Сливен,220,16,121,,,,,,,2021-01-25
Bulgaria,21,Сливен,339,24,186,0,0,,,,,2021-02-08
Bulgaria,21,Сливен,440,31,241,754,58,95,12,,,2021-02-22
Bulgaria,21,Сливен,631,45,346,4207,301,248,19,,,2021-03-08
Bulgaria,21,Сливен,1017,73,557,1301,93,341,24,,,2021-03-22
Bulgaria,21,Сливен,1065,76,583,2659,190,490,35,,,2021-04-05
Bulgaria,21,Сливен,652,47,357,1663,119,461,33,,,2021-04-19
Bulgaria,21,Сливен,380,27,208,3805,272,1460,104,,,2021-05-03
Bulgaria,21,Сливен,224,16,123,6136,438,4726,338,,,2021-05-17
Bulgaria,21,Сливен,77,6,42,4246,327,2516,194,,,2021-05-31
Bulgaria,21,Сливен,46,3,25,4199,350,2813,234,,,2021-06-14
Bulgaria,21,Сливен,26,2,14,2795,233,1764,147,,,2021-06-28
Bulgaria,21,Сливен,17,1,9,2384,238,1488,149,,,2021-07-12
Bulgaria,21,Сливен,10,1,5,2190,274,1264,158,,,2021-07-26
Bulgaria,21,Сливен,94,7,51,2633,203,1513,116,,,2021-08-09
Bulgaria,21,Сливен,223,16,122,2832,202,1591,114,,,2021-08-23
Bulgaria,21,Сливен,542,39,297,3312,237,2153,154,,,2021-09-06
Bulgaria,21,Сливен,691,49,379,2658,190,1905,136,,,2021-09-20
Bulgaria,21,Сливен,813,58,445,1975,141,1402,100,,,2021-10-04
Bulgaria,21,Сливен,1050,75,575,1595,123,939,72,0,0,2021-10-18
Bulgaria,21,Сливен,1296,93,710,3484,317,2068,188,101,9,2021-11-01
Bulgaria,21,Сливен,935,67,512,5098,364,3016,215,464,33,2021-11-15
Bulgaria,21,Сливен,543,39,297,5246,375,3277,234,1039,74,2021-11-29
Bulgaria,21,Сливен,380,27,208,4154,297,2041,146,1590,114,2021-12-13
Bulgaria,21,Сливен,245,18,134,3354,240,1412,101,1555,111,2021-12-27
Bulgaria,21,Сливен,792,57,434,4430,316,1131,81,2874,205,2022-01-10
Bulgaria,21,Сливен,2300,164,1260,5705,408,915,65,4249,304,2022-01-24
Bulgaria,21,Сливен,3057,218,1675,2313,165,894,64,1289,92,2022-02-07
Bulgaria,21,Сливен,1692,121,927,1529,109,625,45,805,58,2022-02-21
Bulgaria,21,Сливен,574,41,314,927,66,306,22,595,43,2022-03-07
Bulgaria,21,Сливен,434,31,238,501,36,184,13,318,23,2022-03-21
Bulgaria,21,Сливен,335,24,184,407,29,-203,-15,312,22,2022-04-04
Bulgaria,9,Смолян,54,7,93,,,,,,,2020-06-15
Bulgaria,9,Смолян,69,5,68,,,,,,,2020-06-29
Bulgaria,9,Смолян,163,12,160,,,,,,,2020-07-13
Bulgaria,9,Смолян,62,4,61,,,,,,,2020-07-27
Bulgaria,9,Смолян,72,5,71,,,,,,,2020-08-10
Bulgaria,9,Смолян,63,5,62,,,,,,,2020-08-24
Bulgaria,9,Смолян,61,4,60,,,,,,,2020-09-07
Bulgaria,9,Смолян,32,2,31,,,,,,,2020-09-21
Bulgaria,9,Смолян,57,4,56,,,,,,,2020-10-05
Bulgaria,9,Смолян,105,8,103,,,,,,,2020-10-19
Bulgaria,9,Смолян,183,13,180,,,,,,,2020-11-02
Bulgaria,9,Смолян,291,21,286,,,,,,,2020-11-16
Bulgaria,9,Смолян,237,17,233,,,,,,,2020-11-30
Bulgaria,9,Смолян,310,22,304,,,,,,,2020-12-14
Bulgaria,9,Смолян,178,13,175,,,,,,,2020-12-28
Bulgaria,9,Смолян,99,7,97,,,,,,,2021-01-11
Bulgaria,9,Смолян,49,4,48,,,,,,,2021-01-25
Bulgaria,9,Смолян,71,5,70,78,26,,,,,2021-02-08
Bulgaria,9,Смолян,97,7,95,719,65,76,13,,,2021-02-22
Bulgaria,9,Смолян,255,18,250,2810,201,29,2,,,2021-03-08
Bulgaria,9,Смолян,605,43,594,686,49,132,9,,,2021-03-22
Bulgaria,9,Смолян,705,50,692,1604,115,437,31,,,2021-04-05
Bulgaria,9,Смолян,436,31,428,1999,154,318,24,,,2021-04-19
Bulgaria,9,Смолян,251,18,246,2785,199,1807,129,,,2021-05-03
Bulgaria,9,Смолян,133,10,131,3943,282,3082,220,,,2021-05-17
Bulgaria,9,Смолян,83,6,81,2382,183,1206,93,,,2021-05-31
Bulgaria,9,Смолян,42,3,41,2525,210,1750,146,,,2021-06-14
Bulgaria,9,Смолян,28,2,27,1452,145,1082,108,,,2021-06-28
Bulgaria,9,Смолян,5,0,5,1336,334,909,227,,,2021-07-12
Bulgaria,9,Смолян,18,1,18,1034,115,637,71,,,2021-07-26
Bulgaria,9,Смолян,30,2,29,1112,101,711,65,,,2021-08-09
Bulgaria,9,Смолян,122,9,120,1048,81,700,54,,,2021-08-23
Bulgaria,9,Смолян,274,20,269,935,67,582,42,,,2021-09-06
Bulgaria,9,Смолян,232,17,228,748,53,496,35,,,2021-09-20
Bulgaria,9,Смолян,265,19,260,550,39,406,29,,,2021-10-04
Bulgaria,9,Смолян,306,22,300,369,28,223,17,0,0,2021-10-18
Bulgaria,9,Смолян,490,35,481,1043,95,521,47,48,4,2021-11-01
Bulgaria,9,Смолян,438,31,430,1789,128,942,67,219,16,2021-11-15
Bulgaria,9,Смолян,389,28,382,1921,137,1099,79,481,34,2021-11-29
Bulgaria,9,Смолян,365,26,358,2023,145,791,57,863,62,2021-12-13
Bulgaria,9,Смолян,230,16,226,1768,126,556,40,945,68,2021-12-27
Bulgaria,9,Смолян,429,31,421,2688,192,599,43,1823,130,2022-01-10
Bulgaria,9,Смолян,1384,99,1358,2687,192,325,23,2131,152,2022-01-24
Bulgaria,9,Смолян,1573,112,1544,1057,76,355,25,628,45,2022-02-07
Bulgaria,9,Смолян,654,47,642,613,44,218,16,349,25,2022-02-21
Bulgaria,9,Смолян,207,15,203,283,22,89,7,180,14,2022-03-07
Bulgaria,9,Смолян,181,13,178,187,13,-19,-1,135,10,2022-03-21
Bulgaria,9,Смолян,149,11,146,150,12,38,3,108,8,2022-04-04
Bulgaria,8,София,118,15,16,,,,,,,2020-06-15
Bulgaria,8,София,365,26,28,,,,,,,2020-06-29
Bulgaria,8,София,897,64,69,,,,,,,2020-07-13
Bulgaria,8,София,1016,73,78,,,,,,,2020-07-27
Bulgaria,8,София,576,41,44,,,,,,,2020-08-10
Bulgaria,8,София,340,24,26,,,,,,,2020-08-24
Bulgaria,8,София,341,24,26,,,,,,,2020-09-07
Bulgaria,8,София,349,25,27,,,,,,,2020-09-21
Bulgaria,8,София,580,41,44,,,,,,,2020-10-05
Bulgaria,8,София,2415,173,185,,,,,,,2020-10-19
Bulgaria,8,София,9454,675,723,,,,,,,2020-11-02
Bulgaria,8,София,15027,1073,1148,,,,,,,2020-11-16
Bulgaria,8,София,10962,783,838,,,,,,,2020-11-30
Bulgaria,8,София,7104,507,543,,,,,,,2020-12-14
Bulgaria,8,София,3002,214,229,,,,,,,2020-12-28
Bulgaria,8,София,2117,151,162,,,,,,,2021-01-11
Bulgaria,8,София,1372,98,105,,,,,,,2021-01-25
Bulgaria,8,София,2189,156,167,946,315,,,,,2021-02-08
Bulgaria,8,София,3553,254,272,22316,1594,2462,274,,,2021-02-22
Bulgaria,8,София,6513,465,498,45786,3270,5654,435,,,2021-03-08
Bulgaria,8,София,11641,832,890,25209,1801,6005,429,,,2021-03-22
Bulgaria,8,София,13282,949,1015,46977,3356,9999,714,,,2021-04-05
Bulgaria,8,София,8104,579,619,43090,3078,11791,842,,,2021-04-19
Bulgaria,8,София,4015,287,307,58721,4194,29595,2114,,,2021-05-03
Bulgaria,8,София,1792,128,137,78092,5578,51933,3710,,,2021-05-17
Bulgaria,8,София,713,51,54,65296,4664,43387,3099,,,2021-05-31
Bulgaria,8,София,433,31,33,57106,4079,43299,3093,,,2021-06-14
Bulgaria,8,София,327,23,25,37702,2693,27918,1994,,,2021-06-28
Bulgaria,8,София,311,22,24,24932,1918,16368,1259,,,2021-07-12
Bulgaria,8,София,320,23,24,25955,1854,16273,1162,,,2021-07-26
Bulgaria,8,София,1044,75,80,27826,1988,16666,1190,,,2021-08-09
Bulgaria,8,София,2878,206,220,28274,2020,18164,1297,,,2021-08-23
Bulgaria,8,София,3270,234,250,29916,2137,20674,1477,,,2021-09-06
Bulgaria,8,София,3477,248,266,24229,1731,18059,1290,,,2021-09-20
Bulgaria,8,София,5159,369,394,20311,1451,14764,1055,,,2021-10-04
Bulgaria,8,София,9117,651,697,17162,1320,10560,812,34,17,2021-10-18
Bulgaria,8,София,17657,1261,1349,45473,4134,27894,2536,2290,208,2021-11-01
Bulgaria,8,София,13190,942,1008,57674,4120,32243,2303,7920,566,2021-11-15
Bulgaria,8,София,8123,580,621,59915,4280,35309,2522,13487,963,2021-11-29
Bulgaria,8,София,5779,413,442,52057,3718,22225,1588,22921,1637,2021-12-13
Bulgaria,8,София,4978,356,380,41151,2939,14626,1045,22363,1597,2021-12-27
Bulgaria,8,София,14387,1028,1100,47645,3403,9775,698,33642,2403,2022-01-10
Bulgaria,8,София,30535,2181,2334,50536,3610,8886,635,37383,2670,2022-01-24
Bulgaria,8,София,27160,1940,2076,23466,1676,7515,537,14639,1046,2022-02-07
Bulgaria,8,София,15078,1077,1152,16279,1163,5509,394,9943,710,2022-02-21
Bulgaria,8,София,7663,547,586,9400,671,2917,208,6376,455,2022-03-07
Bulgaria,8,София,5966,426,456,7079,506,2122,152,4947,353,2022-03-21
Bulgaria,8,София,4768,341,364,5961,426,-2110,-151,4601,329,2022-04-04
Bulgaria,33,София област,33,4,24,,,,,,,2020-06-15
Bulgaria,33,София област,154,11,65,,,,,,,2020-06-29
Bulgaria,33,София област,132,9,55,,,,,,,2020-07-13
Bulgaria,33,София област,118,8,49,,,,,,,2020-07-27
Bulgaria,33,София област,64,5,27,,,,,,,2020-08-10
Bulgaria,33,София област,19,1,8,,,,,,,2020-08-24
Bulgaria,33,София област,19,1,8,,,,,,,2020-09-07
Bulgaria,33,София област,35,3,15,,,,,,,2020-09-21
Bulgaria,33,София област,21,2,9,,,,,,,2020-10-05
Bulgaria,33,София област,130,9,55,,,,,,,2020-10-19
Bulgaria,33,София област,582,42,244,,,,,,,2020-11-02
Bulgaria,33,София област,1163,83,488,,,,,,,2020-11-16
Bulgaria,33,София област,1330,95,558,,,,,,,2020-11-30
Bulgaria,33,София област,1137,81,477,,,,,,,2020-12-14
Bulgaria,33,София област,564,40,237,,,,,,,2020-12-28
Bulgaria,33,София област,305,22,128,,,,,,,2021-01-11
Bulgaria,33,София област,190,14,80,,,,,,,2021-01-25
Bulgaria,33,София област,254,18,107,113,38,,,,,2021-02-08
Bulgaria,33,София област,336,24,141,2190,156,181,20,,,2021-02-22
Bulgaria,33,София област,780,56,327,5245,375,715,55,,,2021-03-08
Bulgaria,33,София област,1672,119,701,1975,141,223,16,,,2021-03-22
Bulgaria,33,София област,1856,133,778,5213,372,767,55,,,2021-04-05
Bulgaria,33,София област,1249,89,524,3728,266,747,53,,,2021-04-19
Bulgaria,33,София област,742,53,311,7177,513,2550,182,,,2021-05-03
Bulgaria,33,София област,325,23,136,11575,827,6706,479,,,2021-05-17
Bulgaria,33,София област,157,11,66,10691,764,7432,531,,,2021-05-31
Bulgaria,33,София област,82,6,34,9792,699,7441,532,,,2021-06-14
Bulgaria,33,София област,60,4,25,5869,419,4061,290,,,2021-06-28
Bulgaria,33,София област,70,5,29,4533,349,2746,211,,,2021-07-12
Bulgaria,33,София област,57,4,24,4698,336,2646,189,,,2021-07-26
Bulgaria,33,София област,94,7,39,5642,403,3001,214,,,2021-08-09
Bulgaria,33,София област,306,22,128,5549,396,3257,233,,,2021-08-23
Bulgaria,33,София област,513,37,215,5727,409,3639,260,,,2021-09-06
Bulgaria,33,София област,704,50,295,4532,324,3156,225,,,2021-09-20
Bulgaria,33,София област,1025,73,430,3491,249,2429,174,,,2021-10-04
Bulgaria,33,София област,1402,100,588,2328,179,1379,106,8,4,2021-10-18
Bulgaria,33,София област,2386,170,1001,5221,475,2804,255,215,20,2021-11-01
Bulgaria,33,София област,1906,136,799,8053,575,4052,289,852,61,2021-11-15
Bulgaria,33,София област,1447,103,607,8654,618,4872,348,1887,135,2021-11-29
Bulgaria,33,София област,1141,82,478,8089,578,3314,237,3484,249,2021-12-13
Bulgaria,33,София област,873,62,366,6201,443,1955,140,3452,247,2021-12-27
Bulgaria,33,София област,1697,121,712,7287,521,1429,102,5160,369,2022-01-10
Bulgaria,33,София област,4149,296,1740,9500,679,1152,82,7488,535,2022-01-24
Bulgaria,33,София област,4651,332,1950,4396,314,1129,81,2939,210,2022-02-07
Bulgaria,33,София област,2315,165,971,2808,201,913,65,1673,120,2022-02-21
Bulgaria,33,София област,954,68,400,1452,104,405,29,951,68,2022-03-07
Bulgaria,33,София област,655,47,275,993,71,287,21,696,50,2022-03-21
Bulgaria,33,София област,465,33,195,712,51,-236,-17,543,39,2022-04-04
Bulgaria,20,Стара Загора,41,5,23,,,,,,,2020-06-15
Bulgaria,20,Стара Загора,35,3,11,,,,,,,2020-06-29
Bulgaria,20,Стара Загора,49,4,16,,,,,,,2020-07-13
Bulgaria,20,Стара Загора,78,6,25,,,,,,,2020-07-27
Bulgaria,20,Стара Загора,72,5,23,,,,,,,2020-08-10
Bulgaria,20,Стара Загора,66,5,21,,,,,,,2020-08-24
Bulgaria,20,Стара Загора,100,7,32,,,,,,,2020-09-07
Bulgaria,20,Стара Загора,117,8,38,,,,,,,2020-09-21
Bulgaria,20,Стара Загора,165,12,53,,,,,,,2020-10-05
Bulgaria,20,Стара Загора,321,23,103,,,,,,,2020-10-19
Bulgaria,20,Стара Загора,898,64,288,,,,,,,2020-11-02
Bulgaria,20,Стара Загора,1652,118,531,,,,,,,2020-11-16
Bulgaria,20,Стара Загора,2323,166,746,,,,,,,2020-11-30
Bulgaria,20,Стара Загора,2002,143,643,,,,,,,2020-12-14
Bulgaria,20,Стара Загора,842,60,270,,,,,,,2020-12-28
Bulgaria,20,Стара Загора,472,34,152,,,,,,,2021-01-11
Bulgaria,20,Стара Загора,297,21,95,,,,,,,2021-01-25
Bulgaria,20,Стара Загора,296,21,95,114,57,,,,,2021-02-08
Bulgaria,20,Стара Загора,377,27,121,1672,119,246,27,,,2021-02-22
Bulgaria,20,Стара Загора,773,55,248,5925,423,713,55,,,2021-03-08
Bulgaria,20,Стара Загора,1503,107,483,2397,171,580,41,,,2021-03-22
Bulgaria,20,Стара Загора,2003,143,643,4648,332,832,59,,,2021-04-05
Bulgaria,20,Стара Загора,1618,116,520,4450,318,447,32,,,2021-04-19
Bulgaria,20,Стара Загора,936,67,301,6253,447,3125,223,,,2021-05-03
Bulgaria,20,Стара Загора,444,32,143,11205,862,7807,601,,,2021-05-17
Bulgaria,20,Стара Загора,243,17,78,8682,724,4534,378,,,2021-05-31
Bulgaria,20,Стара Загора,111,8,36,8952,639,5800,414,,,2021-06-14
Bulgaria,20,Стара Загора,35,3,11,6851,685,4273,427,,,2021-06-28
Bulgaria,20,Стара Загора,57,4,18,5650,435,3490,268,,,2021-07-12
Bulgaria,20,Стара Загора,54,4,17,5217,474,3084,280,,,2021-07-26
Bulgaria,20,Стара Загора,185,13,59,5274,377,2957,211,,,2021-08-09
Bulgaria,20,Стара Загора,601,43,193,5081,363,2914,208,,,2021-08-23
Bulgaria,20,Стара Загора,941,67,302,5038,360,3077,220,,,2021-09-06
Bulgaria,20,Стара Загора,958,68,308,3883,277,2672,191,,,2021-09-20
Bulgaria,20,Стара Загора,1092,78,351,3017,216,2007,143,,,2021-10-04
Bulgaria,20,Стара Загора,1757,126,564,2067,159,1206,93,0,0,2021-10-18
Bulgaria,20,Стара Загора,2894,207,929,4441,404,1993,181,269,24,2021-11-01
Bulgaria,20,Стара Загора,2354,168,756,7192,514,3371,241,784,56,2021-11-15
Bulgaria,20,Стара Загора,1521,109,488,7969,569,4670,334,1538,110,2021-11-29
Bulgaria,20,Стара Загора,1215,87,390,7280,520,3093,221,3017,216,2021-12-13
Bulgaria,20,Стара Загора,884,63,284,6049,432,2063,147,3180,227,2021-12-27
Bulgaria,20,Стара Загора,1630,116,523,8058,576,1414,101,5872,419,2022-01-10
Bulgaria,20,Стара Загора,4661,333,1497,10002,714,1335,95,7696,550,2022-01-24
Bulgaria,20,Стара Загора,6615,473,2124,4312,308,1276,91,2689,192,2022-02-07
Bulgaria,20,Стара Загора,3789,271,1217,2724,195,961,69,1576,113,2022-02-21
Bulgaria,20,Стара Загора,1456,104,468,1323,95,396,28,879,63,2022-03-07
Bulgaria,20,Стара Загора,920,66,295,890,64,250,18,593,42,2022-03-21
Bulgaria,20,Стара Загора,676,48,217,600,43,-223,-16,432,31,2022-04-04
Bulgaria,32,Търговище,4,1,6,,,,,,,2020-06-15
Bulgaria,32,Търговище,3,0,3,,,,,,,2020-06-29
Bulgaria,32,Търговище,10,1,9,,,,,,,2020-07-13
Bulgaria,32,Търговище,7,1,6,,,,,,,2020-07-27
Bulgaria,32,Търговище,11,1,10,,,,,,,2020-08-10
Bulgaria,32,Търговище,12,1,11,,,,,,,2020-08-24
Bulgaria,32,Търговище,30,2,27,,,,,,,2020-09-07
Bulgaria,32,Търговище,25,2,23,,,,,,,2020-09-21
Bulgaria,32,Търговище,122,9,111,,,,,,,2020-10-05
Bulgaria,32,Търговище,295,21,268,,,,,,,2020-10-19
Bulgaria,32,Търговище,577,41,524,,,,,,,2020-11-02
Bulgaria,32,Търговище,389,28,354,,,,,,,2020-11-16
Bulgaria,32,Търговище,272,19,247,,,,,,,2020-11-30
